ID,지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로,외부대출여부,대출도서 전용프로그램 여부,전용프로그램 공공도서관 연계 여부,연간 도서대출 권수,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터,연간 총 이용자 수,1일 평균 이용자 수,회원등록자 수,총직원,총봉사자,자격증직원,자격증봉사자,도서구입비,인건비,운영비,합계,실시여부,독서프로수,독서프로실시횟수,독서프로참가자수,문화프로수,문화프로실시횟수,문화프로참가자수
1408,경남,꿈아루도서관,0,0,0,0,0,0,0,1,1,0,800,2500,4000,0,0,179,25,1,1,0,157,1,110,0,0,0,0,0,0,4000000,4000000,0,0,0,0,0,0,0
1409,경남,꿈이있는 노블도서관,0,0,0,0,0,0,0,1,1,0,1835,818,15155,1,1,162,25,1,1,0,17528,56,2245,1,12,1,0,6000000,14400000,2600000,23000000,1,0,0,0,2,96,20
1410,경남,꿈이있는도서관,0,0,0,0,0,0,0,0, , ,0,0,1300,0,0,82,10,0,0,0,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,경남,꿈크루작은도서관,0,0,1,0,30000000,0,0,1,1,0,23490,4865,5965,0,0,145,145,1,2,0,7830,30,235,0,30,0,0,0,0,30000000,30000000,0,0,0,0,0,0,0
1412,경남,꿈터문고,0,0,1,0,1000000,0,0,0, , ,0,500,2500,3,3,49,16,1,1,3,5225,25,0,1,3,0,0,1000000,0,0,1000000,1,1,10,25,6,300,20
1413,경남,꿈터작은도서관,1,0,1,0,11000000,0,0,1,1,1,4803,855,6247,2,4,70,22,1,2,0,4900,20,456,0,5,0,0,5000000,3600000,6000000,14600000,1,0,0,0,7,54,668
1414,경남,남경새마을문고,0,0,1,0,3000000,0,0,1,1,1,2200,201,5500,0,0,100,30,1,1,0,200,15,0,0,10,0,0,100,0,200,300,1,2,2,20,5,5,150
1415,경남,남면새마을문고,1,1,1,0,2000000,0,0,1,0,0,1385,350,4850,0,0,40,12,0,0,0,1565,5,143,0,5,0,0,2000000,0,0,2000000,0,0,0,0,0,0,0
1416,경남,남부면 작은도서관,0,0,1,0,0,247,0,1,1,0,950,573,11373,0,0,78,10,1,2,2,2088,8,300,1,0,0,0,6000000,8055550,0,14055550,0,0,0,0,0,0,0
1417,경남,남산평생교육센터,0,0,1,0,0,0,0,1,0,0,5319,1295,18562,0,5,250,40,1,2,3,9390,30,5591,2,30,0,0,6000000,30000000,9600000,45600000,1,7,105,520,4,30,422
1418,경남,남양평생교육센터,0,0,1,0,0,0,0,1,1,0,6000,830,14759,0,7,66,21,1,2,4,10950,30,4796,2,0,1,0,6000000,30000000,9600000,45600000,1,4,4,280,26,910,47320
1419,경남,남지중앙 작은도서관,0,0,0,0,0,0,0,1,0,0,468,303,1475,0,0,57,26,1,1,0,240,5,0,1,6,0,0,120000,0,0,120000,0,0,0,0,0,0,0
1420,경남,내동평생교육센터,0,0, ,0,0,0,0,1,0,0,1800,537,15200,2,6,243,30,1,2,4,15650,50,3027,2,20,0,0,6000000,30000000,9600000,45600000,1,3,8,120,15,37,5300
1421,경남,내서읍새마을문고,0,0,0,0,0,0,0,1,1,0,5000,1175,8200,2,3,33,6,1,1,1,15650,50,2010,2,12,0,0,4000000,7800000,3000000,14800000,0,0,0,0,0,0,0
1422,경남,내외작은도서관,1,0,1,0,20400000,0,5,1,1,1,8000,351,6556,0,0,240,22,1,2,2,7830,30,4200,1,0,0,0,1252490,16279000,2868510,20400000,1,2,21,228,5,34,358
1423,경남,녹색대학문고,0,0,0,0,0,0,0,0, , ,0,100,4000,4,8,100,30,0,0,0,1460,4,0,0,0,0,0,600000,0,300000,900000,0,0,0,0,0,0,0
1424,경남,늘사랑주민도서관,0,0,0,0,0,0,0,1,0,0,20,100,2000,0,0,66,12,1,1,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,경남,늘푸른 도서관,0,0,1,0,0,0,0,1,1,0,31200,1000,11080,3,13,165,23,1,1,0,18000,60,2512,1,1,1,0,6000000,15000000,6600000,27600000,1,4,6,72,17,41,492
1426,경남,늘푸른 작은도서관,0,0, ,0,0,0,0,1,1,0,1000,500,4500,0,0,139,30,1,1,2,783,3,40,0,15,0,0,1000000,5000000,3000000,9000000,1,1,4,160,0,0,0
1427,경남,늘푸른도서관,0,0,0,0,0,0,0,1,1,0,787,300,2000,0,0,80,12,1,1,0,2088,8,250,0,4,0,0,3000000,5000000,0,8000000,1,0,0,0,1,1,41
1428,경남,늘푸른문고,0,0,0,0,0,0,0,0, , ,0,100,3000,0,0,75,30,0,0,0,8138,26,0,0,2,0,0,0,0,1200000,1200000,1,1,48,1248,0,0,0
1429,경남,다숲작은도서관,0,0,0,0,0,0,0,1,0,1,443,912,7506,2,24,90,40,1,1,0,261,1,144,0,7,0,0,500,0,0,500,1,0,0,0,3,24,100
1430,경남,단계슬기문고,0,0,0,0,0,0,0,0, , ,0,0,1300,0,3,180,11,0,0,0,150,2,0,0,0,0,0,500000,0,0,500000,0,0,0,0,0,0,0
1431,경남,대곡면 새마을문고,0,0,0,0,0,0,0,1,1,0,1244,0,1100,0,0,40,16,1,1,0,2200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,경남,대동강변타운 새마을 작은 도서관,0,0,0,0,0,0,0,1,0,0,341,450,2800,0,0,68,24,1,1,0,1566,6,0,3,10,0,0,0,0,1200000,1200000,1,9,14,165,3,3,72
1433,경남,대동다숲작은도서관,0,0,0,0,0,0,0,1,0,0,5129,562,6227,2,2,91,15,1,1,0,4069,13,553,0,4,0,0,3707450,8400626,2892993,15001069,1,0,0,0,1,2,40
1434,경남,대동아파트작은도서관,1,1,1,0,16000000,400,0,1,0,1,4800,344,10900,0,7,109,30,1,1,1,2610,10,810,0,8,0,0,5000000,4800000,6000000,15800000,1,0,0,0,1,48,100
1435,경남,대동이미지작은도서관,1,0,1,0,8800000,0,0,1,0,1,6786,478,4298,2,2,37,24,1,1,0,3393,13,0,1,5,0,0,4000000,6000000,4800000,14800000,1,2,8,68,3,11,116
1436,경남,대동푸른뜰작은도서관,1,1,1,0,20400000,0,0,1,1,1,2037,1262,6174,0,0,88,16,1,2,1,4695,15,4200,1,0,0,0,874860,14560000,4965140,20400000,1,1,20,126,0,0,0
1437,경남,대동한마음 작은도서관,1,1,1,0,20400000,0,3,1,1,1,6556,83,10899,1,2,115,30,1,1,1,7825,25,4200,1,0,0,0,1100000,16000000,3300000,20400000,1,1,20,60,5,180,2712
1438,경남,대방 작은도서관,0,0,1,0,6400000,0,0,1,0,0,4000,217,2967,0,4,67,20,1,1,0,2610,10,120,0,5,0,0,3400000,3000000,0,6400000,0,0,0,0,0,0,0
1439,경남,대방그린빌마을도서관,0,0,1,0,0,0,1,1,1,0,9000,700,5900,0,0,86,30,1,2,0,15650,50,1000,2,5,0,0,3000000,20000000,6500000,29500000,1,4,37,440,12,300,52000
1440,경남,대방평생교육센터,0,0, ,0,0,0,0,1,1,0,14747,1288,14495,2,12,115,26,1,2,4,19710,54,9830,2,8,2,0,12200000,38400000,12000000,62600000,1,6,123,1190,36,852,1752
1441,경남,대산면 새마을 작은도서관,0,0,1,0,3000000,0,2,1,0,1,350,200,1500,1,1,60,24,0,0,0,600,12,70,0,0,0,0,1000000,0,2000000,3000000,1,1,1,15,1,1,16
1442,경남,대산평생교육센터,0,0,1,0,0,0,0,1,0,0,1806,661,12192,2,24,318,84,1,3,4,1044,4,2031,2,0,0,0,6340000,31630000,10556066,48526066,0,0,0,0,0,0,0
1443,경남,대석햇살작은도서관,1,0,0,0,0,0,0,1,0,0,3600,1000,5500,1,1,42,20,1,1,0,3915,15,200,0,4,0,0,5000000,0,6000000,11000000,1,0,0,0,4,23,200
1444,경남,대아푸른솔아파트작은도서관,0,0,0,0,0,0,0,1,0,0,1500,500,3500,0,0,50,40,1,1,0,2610,10,0,0,20,0,0,0,0,1200000,1200000,1,1,12,100,3,36,150
1445,경남,대원평생교육센터,0,0,1,0,0,0,0,1,1,0,7366,768,14562,3,13,362,32,1,2,3,8102,24,4801,2,40,1,0,7505000,66659390,22299333,96463723,1,2,3,97,36,432,2428
1446,경남,대청로문고,0,0,0,0,0,0,0,0, , ,0,0,1200,0,0,119,20,1,1,0,210,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,30
1447,경남,대포천작은도서관,1,0,1,0,20400000,0,4,1,1,1,1924,150,8500,0,10,92,20,1,2,0,3130,10,4200,1,0,0,0,1041600,13311530,7100000,21453130,1,3,100,1000,6,27,328
1448,경남,대합새마을문고,0,0,0,0,0,0,0,0, , ,0,0,2000,0,0,33,10,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,경남,더시티세븐자이도서관,0,0,0,0,0,0,0,1,1,0,1500,250,8900,2,2,162,54,1,1,0,10950,30,0,0,0,0,0,1200000,13994640,0,15194640,0,0,0,0,0,0,0
1450,경남,덕산아내프리미엄아파트 작은도서관,0,0,0,0,0,0,0,1,0,0,7200,4000,5500,0,0,142,34,1,1,2,6260,20,800,0,0,1,0,0,10800000,3564000,14364000,1,0,0,0,6,6,50
1451,경남,덕산작은도서관,1,0,1,0,20400000,0,1,1,1,1,7788,371,9679,0,6,120,30,1,1,1,12520,40,4200,1,8,0,0,3251550,14515930,5032520,22800000,1,2,14,201,8,152,1102
1452,경남,도산면새마을작은도서관,0,0,1,1,1316000,220,0,1,0,0,1200,329,2329,0,0,130,15,1,1,0,2088,8,30,1,9,0,0,2478500,11760000,1796000,16034500,0,0,0,0,0,0,0
1453,경남,도천동새마을작은도서관,0,0,1,0,1281000,224,0,1,0,0,1284,163,3400,0,0,36,12,1,1,0,1305,5,100,0,8,0,0,2472900,0,1761000,4233900,0,0,0,0,0,0,0
1454,경남,도토리와 친구들,0,0,0,0,0,0,0,1,0,0,20,100,7000,0,0,132,60,1,1,1,3393,13,0,1,0,0,0,1200000,0,0,1200000,1,1,1,50,1,10,50
1455,경남,동강아뜨리에작은도서관,0,0,1,0,7400000,0,5,1,1,0,7200,400,6325,0,3,60,15,1,2,0,2610,10,200,0,10,0,5,4400000,3000000,0,7400000,1,1,48,288,4,104,1244
1456,경남,동면극동작은도서관,1,1,1,0,11000000,0,0,1,1,1,6317,773,9485,0,0,46,40,1,1,0,10016,32,631,0,25,0,0,5000000,0,6000000,11000000,1,0,0,0,7,56,95
1457,경남,동산도서관,0,0,0,0,0,0,0,1,0,0,200,0,2500,0,0,33,12,0,0,0,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,경남,동원로얄듀크작은도서관,1,0,1,0,11000000,0,0,1,1,1,6509,955,8653,0,0,132,40,1,0,1,3132,12,0,1,8,0,0,5000000,0,6000000,11000000,1,2,28,448,1,96,1920
1459,경남,동읍평생교육센터,0,0,1,0,0,0,0,1,1,0,8499,909,16573,0,2,144,20,1,2,1,10220,28,6729,2,8,2,0,6000000,30000000,9600000,45600000,0,0,0,0,0,0,0
1460,경남,동진주 어린이 작은 도서관,0,0,1,0,3000000,0,2,1,0,0,250,500,2900,1,0,72,17,1,1,0,4800,18,0,1,3,0,1,3000000,300000,200000,3500000,1,2,12,15,1,2,15
1461,경남,두란노작은도서관,0,0,0,0,0,0,0,1,1,0,12381,793,7576,0,0,82,40,1,1,2,17000,50,1692,0,60,0,4,6000000,0,30000000,36000000,1,4,2,50,45,2,700
1462,경남,두산위브글마루도서관,0,0,1,0,4000000,0,0,0, , ,0,450,6344,0,0,142,74,1,1,0,8764,28,70,0,0,0,0,4008230,4778580,411990,9198800,1,1,24,144,1,4,12
1463,경남,들꽃 도서관,0,0,0,0,0,0,0,1,0,0,100,100,4000,3,3,99,12,1,1,1,261,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,5,60
1464,경남,디딤돌,0,0,0,0,0,0,0,1,0,0,298,1200,10000,0,4,169,45,1,3,10,2191,7,0,0,0,0,0,1000000,0,9672502,10672502,1,0,0,0,1,1,32
1465,경남,디딤돌작은도서관,1,0,1,0,13200000,0,0,1,1,1,11750,1166,12171,0,3,179,50,1,2,1,5321,17,15570,0,15,0,0,6000000,6000000,7200000,19200000,1,2,84,420,4,207,1232
1466,경남,디지털마을도서관,0,0,0,0,0,0,0,1,1,0,3500,1074,11875,0,8,69,24,1,1,0,6260,20,3341,1,9,1,0,6000000,13800000,6600000,26400000,1,1,24,168,8,48,1500
1467,경남,떡갈나무숲작은도서관,1,0,1,0,20400000,0,1,1,1,1,4602,405,5054,0,0,148,16,1,1,1,26605,85,4200,1,0,1,0,1450260,14550000,4399740,20400000,1,1,4,15,3,48,45
1468,경남,뜨란채작은도서관,1,0,1,0,20400000,0,4,1,1,1,6914,285,6693,1,3,111,20,1,1,1,15650,50,4200,1,9,1,1,1379370,15906210,3114420,20400000,1,1,48,528,6,69,1536
1469,경남,리가 작은도서관,0,0,1,1,8400000,0,0,1,1,0,5500,1500,4500,0,0,158,70,1,1,0,4968,18,312,0,8,0,0,7400000,3000000,3000000,13400000,1,1,12,20,4,48,100
1470,경남,리첼작은도서관,1,1,1,1,20400000,0,3,1,1,1,2788,712,5802,3,3,195,30,1,1,1,6260,20,4200,1,0,1,0,534420,14129520,6133380,20797320,1,3,28,588,14,142,1278
1471,경남,마하어린이도서관,0,1,1,0,1800000,673,5,1,1,0,9017,1800,9548,5,15,311,100,1,1,2,13050,50,0,1,10,2,2,5000000,19200000,15000000,39200000,1,6,85,1660,8,65,2026
1472,경남,만산솥바위문고,0,0,1,0,1000000,0,0,1,0,0,120,87,3238,1,1,132,20,1,1,5,365,1,0,1,0,0,0,1163000,0,120000,1283000,1,1,1,4,0,0,0
1473,경남,맑은샘열린문고,0,0,0,0,0,0,0,1,0,0,50,50,3100,3,3,49,20,1,1,3,4695,15,0,0,1,0,0,0,0,0,0,1,1,30,450,1,1,10
1474,경남,망경한보아파트 새마을문고,0,0,0,0,0,0,0,1,1,0,1,50,8350,0,0,60,16,1,1,0,2160,15,550,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,경남,메트로자이 작은도서관,0,0,1,0,3000000,206,0,1,1,0,21249,1507,14759,4,10,132,24,1,2,2,15650,50,2235,2,0,0,0,3577470,13680000,322850,17580320,1,3,19,280,8,81,541
1476,경남,명곡평생교육센터,0,0,1,0,0,0,0,1,1,0,4269,793,12964,0,10,181,20,1,2,3,9125,25,7265,2,1,0,0,6460000,62000000,11200000,79660000,1,4,12,370,23,48,2020
1477,경남,명서1평생교육센터,0,0,1,0,0,0,0,1,1,0,2662,616,14328,1,9,286,30,1,2,4,28400,80,3509,2,0,0,0,6300000,30000000,10800000,47100000,0,0,0,0,0,0,0
1478,경남,명서2평생교육센터,0,0,1,0,0,0,0,1,1,0,5528,731,15469,55,5,250,30,1,2,4,10950,30,3072,2,1,1,0,6000000,30000000,9600000,45600000,1,5,5,100,20,20,200
1479,경남,모오리돌작은도서관,0,0,1,0,10000000,0,0,1,1,0,3488,1029,12947,3,9,152,35,1,1,1,4695,15,236,0,7,0,0,10000000,0,0,10000000,1,0,0,0,1,1,30
1480,경남,묘산중앙문고,0,0,0,0,0,0,0,1,0,0,50,215,2500,2,4,33,30,1,1,0,240,2,0,1,0,1,1,3200000,0,1000000,4200000,1,1,2,65,0,0,0
1481,경남,무림도서관,1,1,1,1,0,0,0,1,0,0,110,0,1920,0,0,113,15,1,1,0,2191,7,86,1,6,0,0,200000,0,0,200000,0,0,0,0,0,0,0
1482,경남,무안면 새마을문고,0,0,0,0,0,0,0,1,0,0,100,300,1450,0,0,49,30,1,1,0,939,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,경남,무학산블루밍작은도서관,0,0,1,0,0,0,0,1,0,0,17400,580,5455,0,0,175,40,1,1,6,15650,50,1075,1,0,1,0,6000000,15000000,6600000,27600000,1,1,1,7,1,12,60
1484,경남,문화동책사랑방작은도서관,0,0,1,0,0,0,0,1,0,0,520,270,5627,0,0,55,10,1,1,0,783,3,0,0,1,0,0,1800000,0,3600000,5400000,0,0,0,0,0,0,0
1485,경남,미누마루도서관,0,0,0,0,0,0,0,1,0,0,300,0,2520,1,2,36,20,1,1,4,770,10,105,1,10,0,0,1200000,12000000,840000,14040000,1,1,15,78,1,14,65
1486,경남,미라주글사랑작은도서관,0,0,1,0,3500000,0,0,1,0,0,4509,1180,2419,6,6,80,24,1,2,0,3130,10,328,0,14,0,1,3000000,3600000,3500000,10100000,1,1,4,42,6,9,75
1487,경남,미래티움도서관,0,0,0,0,0,0,0,1,0,0,6000,700,4700,1,3,128,30,1,1,1,9390,30,340,1,4,1,1,4000000,12000000,3600000,19600000,1,3,12,100,5,12,600
1488,경남,미수동새마을작은도서관,0,0,1,1,1288000,308,0,1,0,0,2113,409,7728,0,0,94,30,1,1,0,2610,10,438,1,5,0,0,3699500,11760000,1768000,17227500,0,0,0,0,0,0,0
1489,경남,미수휴먼시아새마을작은도서관,0,0,1,0,1190000,177,8,1,0,0,800,1500,4000,2,2,87,30,1,1,0,2555,7,0,0,6,0,0,2027500,0,3010000,5037500,1,1,1,40,3,3,150
1490,경남,미조등대지기도서관,1,1,1,1,0,0,0,1,1,0,2241,12,3689,0,0,79,25,1,1,0,2191,7,0,1,10,0,0,200000,0,0,200000,1,2,5,80,0,0,0
1491,경남,민들레어린이도서관,1,1,1,1,2000000,0,0,1,0,0,1700,615,2115,0,0,33,10,1,1,0,1878,6,120,1,5,0,0,2000000,0,0,2000000,1,2,12,140,1,10,100
1492,경남,밀알공부방문고,0,0,0,0,0,0,0,0, , ,0,100,2500,0,2,90,20,1,1,6,10955,35,0,1,0,0,0,600000,0,0,600000,1,1,10,150,4,16,320
1493,경남,바람의 언덕작은도서관,0,0,0,0,0,0,0,1,0,0,500,3000,10000,5,5,66,10,1,1,0,313,1,0,1,3,0,0,200000,0,400000,600000,1,0,0,0,4,40,400
1494,경남,반도유보라문고,0,0,1,0,6400000,0,0,0, , ,0,500,7727,0,0,103,30,1,1,0,5220,20,270,0,8,0,0,4000000,0,2400000,6400000,1,1,1,13,4,4,70
1495,경남,반딧불이도서관,0,0,1,0,0,0,0,1,1,0,4801,582,10446,0,0,198,15,1,1,3,8451,27,1538,1,0,0,0,6000000,15000000,6600000,27600000,0,0,0,0,0,0,0
1496,경남,반림마을도서관,0,0,1,0,27600000,0,0,1,1,0,28607,758,15000,0,10,138,24,1,2,0,29200,80,4028,1,10,1,1,6000000,15000000,6600000,27600000,1,10,63,945,10,480,7200
1497,경남,반월작은도서관,0,0,1,0,0,0,0,1,0,0,2814,440,9770,0,0,204,45,1,1,0,6260,20,540,1,0,0,0,6000000,15000000,6600000,27600000,0,0,0,0,0,0,0
1498,경남,반지평생교육센터,0,0,1,0,0,0,0,1,0,0,12000,1467,18000,72,6,102,20,1,3,4,36500,100,5100,2,15,1,1,8500000,62700000,18260000,89460000,1,5,51,350,30,265,2292
1499,경남,백년가약작은도서관,0,0,1,0,11000000,0,0,1,1,1,10800,624,10181,2,4,288,84,1,1,1,14355,55,0,0,10,0,0,5000000,0,6000000,11000000,1,1,12,120,1,12,144
1500,경남,벌리주공 푸른 작은도서관,0,0,1,0,6400000,0,0,1,1,0,2125,277,7225,0,0,240,28,1,1,0,7300,20,1172,0,4,0,0,3400000,3000000,0,6400000,0,0,0,0,0,0,0
1501,경남,보름달 문고,0,0,0,0,0,0,0,1,0,0,300,300,2300,0,1,67,15,1,3,1,2680,12,0,2,1,0,0,2150000,0,0,2150000,0,0,0,0,0,0,0
1502,경남,보천과채마을문고,0,0,1,0,1000000,100,0,1,0,0,300,300,3000,0,1,66,20,1,1,11,2610,10,0,1,0,0,0,1000000,0,0,1000000,0,0,0,0,0,0,0
1503,경남,봉곡평생교육센터,0,0,1,0,0,0,0,1,1,0,7200,911,15499,0,16,134,41,1,3,2,14600,40,4560,2,1,0,0,6116380,55574090,20821500,82511970,1,2,90,1000,5,480,1930
1504,경남,봉림평생교육센터,0,0,1,0,0,0,0,1,1,0,3583,993,15356,0,13,292,21,1,2,2,4015,11,2237,2,1,2,0,7007040,33222681,50036497,90266218,1,0,0,0,42,504,2351
1505,경남,봉안동새마을문고,0,0,0,0,0,0,0,1,0,0,100,0,3000,0,0,33,16,0,0,0,522,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,경남,봉암동작은도서관,0,0,0,0,0,0,0,1,0,0,5400,642,6649,0,4,105,25,1,1,3,4695,15,308,1,0,0,0,1500000,3450000,1650000,6600000,1,1,12,88,0,0,0
1507,경남,봉우별떨기작은도서관,1,0,1,0,0,0,0,1,1,0,1360,860,8400,2,2,126,40,1,1,0,4695,15,0,0,10,0,0,5000000,0,6000000,11000000,1,0,0,0,6,32,1200
1508,경남,봉평동새마을작은도서관,0,0,1,0,735000,169,0,1,0,0,1522,176,4662,0,0,150,30,1,1,0,2088,8,258,0,3,0,0,2309400,0,1215000,3524400,0,0,0,0,0,0,0
1509,경남,부곡새마을문고,0,0,0,0,0,0,0,1,0,0,100,0,1197,0,0,33,38,1,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,경남,부림희망작은도서관,0,0,1,0,0,0,0,1,1,1,4658,0,5442,0,0,84,24,1,1,2,4695,15,660,1,0,1,0,6000000,15000000,6600000,27600000,1,3,3,112,13,13,652
