지역,도서관명,도서구입비,인건비,운영비,합계
부산 해운대구,송정2휴먼시아작은도서관,0,0,1200000,1200000
부산 해운대구,송정도서관,0,0,0,0
부산 동구,수정중앙문고,0,0,0,0
부산 부산진구,숨바꼭질 작은도서관,2000000,0,3000000,5000000
부산 해운대구,스위첸작은도서관,0,0,0,0
부산 강서구,시민책방작은도서관,17000000,6000000,17000000,40000000
부산 북구,시온성 작은도서관,5571530,0,2815580,8387110
부산 부산진구,신개금엘지작은도서관,371900,550000,244200,1166100
부산 기장군,신동아파밀리에도서실,500000,0,1900000,2400000
부산 해운대구,신일 꿈나무 작은도서관,0,0,0,0
부산 사하구,신평꿈꾸는작은도서관,4375000,4962875,11605000,20942875
부산 해운대구,아이를사랑하는작은도서관,5000000,0,2000000,7000000
부산 연제구,아이마루 작은도서관,300000,7000000,14000000,21300000
부산 강서구,아인슈타인타운책벌레작은도서관,500000,0,500000,1000000
부산 동래구,안락2동 새마을문고,0,0,0,0
부산 부산진구,양정2동작은도서관,0,650000,1350000,2000000
부산 해운대구,어깨동무책방,0,0,0,0
부산 서구,어린왕자 작은도서관,7000000,21000000,10500000,38500000
부산 서구,어린이&가족도서관 꿈꾸는 글나라,2400000,18000000,0,20400000
부산 부산진구,어린이도서관동화랑놀자,6000000,8400000,3600000,18000000
부산 서구,어울림 작은도서관,900000,2500000,0,3400000
부산 영도구,어울림마당작은도서관,3300000,0,1000000,4300000
부산 해운대구,어진이작은도서관,0,0,229000,229000
부산 사상구,엄궁 쌈지 작은도서관,5500000,0,1000000,6500000
부산 강서구,에디슨타운책벌레작은도서관,2000000,0,1000000,3000000
부산 사하구,에코작은도서관,4500000,0,6720000,11220000
부산 연제구,연산3동 새마을문고 밤골 작은도서관,4000000,17269430,16710000,37979430
부산 연제구,연산4동새마을문고해뜰작은도서관,8815500,24000000,1472450,34287950
부산 연제구,연제가족도서원,600000,0,800000,1400000
부산 부산진구,연지동작은도서관(2012.9.6 개관),2000000,1000000,500000,3500000
부산 사상구,열린 작은도서관,0,0,0,0
부산 부산진구,열린도서관,2500000,8400000,1200000,12100000
부산 부산진구,열린문도서관,1000000,0,2400000,3400000
부산 영도구,영선2동 풀잎작은도서관,500000,0,550000,1050000
부산 기장군,예닮책마을,600000,0,600000,1200000
부산 금정구,예일솔로몬문고,1100000,0,0,1100000
부산 북구,오뚜기 작은도서관,2000000,0,1000000,3000000
부산 사하구,옥토어린이문고,500000,0,0,500000
부산 동래구,온고지신 작은도서관,1000000,0,21644000,22644000
부산 동래구,온천1동 새마을문고,1425000,0,0,1425000
부산 동래구,온천2동 새마을문고,1500000,0,0,1500000
부산 해운대구,우1동새마을작은도서관,2300000,0,1100000,3400000
부산 연제구,우리동네작은도서관,1200000,12700000,10596000,24496000
부산 사하구,원더풀 작은도서관,0,0,0,0
부산 연제구,월드메르디앙 작은도서관,0,4800000,120000,4920000
부산 금정구,유니세프 작은도서관,5000000,18982000,8891000,32873000
부산 북구,율리작은도서관,500000,0,0,500000
부산 사하구,은항쉐마도서관,3000000,4800000,1800000,9600000
부산 영도구,은혜도서관,2000000,0,1000000,3000000
부산 금정구,이야기동동 작은도서관,2000000,0,1000000,3000000
부산 기장군,이진캐스빌블루1차,8600000,0,1000000,9600000
부산 연제구,인문학 북카페 동행,0,0,850000,850000
부산 동래구,인성 작은도서관,1000000,2400000,3000000,6400000
부산 동래구,일곱빛깔 작은도서관,0,0,0,0
부산 동래구,일희망 작은도서관,2000000,0,1000000,3000000
부산 남구,작은나무숲,1200000,0,3600000,4800000
부산 부산진구,작은도서관 꿈자람,1200000,3440000,1000000,5640000
부산 남구,작은여울 도서관,500000,0,2400000,2900000
부산 해운대구,작은인문학도서관,20672190,7500000,3997580,32169770
부산 해운대구,재반작은도서관,1200000,3600000,14400000,19200000
부산 해운대구,재송1동새마을작은도서관,2300430,0,0,2300430
부산 해운대구,재송2동새마을작은도서관,2600000,0,0,2600000
부산 영도구,절영 작은도서관,5000000,18000000,6000000,29000000
부산 기장군,정관동일2차 북카페,20000000,0,80000,20080000
부산 기장군,정관휴먼시아2단지 작은도서관,0,50000,50000,100000
부산 해운대구,좌1동새마을작은도서관,2300000,0,6000000,8300000
부산 해운대구,좌2동새마을작은도서관,4760000,0,2914310,7674310
부산 해운대구,좌3동새마을작은도서관,2800000,0,3200000,6000000
부산 해운대구,좌4동새마을작은도서관,2400000,0,0,2400000
부산 사상구,주례쌈지작은도서관,5000000,0,1500000,6500000
부산 해운대구,중1동새마을작은도서관,2600000,0,0,2600000
부산 해운대구,지식의 창고 작은도서관,0,82000,960000,1042000
부산 금정구,지혜의 샘,1000000,0,0,1000000
부산 부산진구,지혜의 샘 문고,0,0,3600000,3600000
부산 서구,짬짬이 작은도서관,579800,2386500,0,2966300
부산 부산진구,찬누리작은도서관,5000000,500000,500000,6000000
부산 남구,참사랑도서관,0,0,0,0
부산 중구,책갈피 작은도서관,2005530,0,994470,3000000
부산 강서구,책나무 작은도서관,2000000,0,1000000,3000000
부산 남구,책나무그늘,2367860,4000000,2485340,8853200
부산 남구,책나무그늘 작은도서관,2367860,4000000,2485340,8853200
부산 사상구,책누리작은도서관,4200000,0,240000,4440000
부산 부산진구,책마루작은도서관,3130190,10733000,32649000,46512190
부산 동래구,책마을 작은도서관,8008000,0,3792000,11800000
부산 영도구,책바다작은도서관,4200000,0,240000,4440000
부산 서구,책사랑작은도서관,1000000,2400000,600000,4000000
부산 해운대구,책사랑작은도서관,0,0,0,0
부산 금정구,책읽는 세상,1000000,0,0,1000000
부산 해운대구,천초작은도서관,564540,4100000,10910000,15574540
부산 기장군,청강책쉼터,0,0,0,0
부산 남구,청소년쉼터도서관,2400000,0,9000000,11400000
부산 동구,초량중앙문고,0,0,0,0
부산 사하구,초록꿈 작은도서관,3000000,0,0,3000000
부산 동구,초록우산 어린이북카페,2895290,21362720,5797790,30055800
부산 서구,초장동꿈터작은도서관,1000000,0,2000000,3000000
부산 기장군,칠암작은도서관,0,0,0,0
부산 사하구,큰마루 공부방,3600000,6960000,3440000,14000000
부산 금정구,큰뿌리독서원,200000,0,400000,600000
부산 서구,포도나무 도서관,1000000,0,7200000,8200000
부산 사하구,푸른누리작은도서관,4375000,4962875,11605000,20942875
부산 강서구,하늘나무작은도서관,0,0,696000,696000
부산 사하구,하단쉼터 도서관,0,0,0,0
부산 부산진구,한국독서대학도서관,1000000,2000000,3000000,6000000
부산 기장군,한빛책나눔터,0,0,0,0
부산 영도구,한울마당 작은도서관,0,0,5304870,5304870
부산 사상구,한울타리 작은도서관,0,0,0,0
부산 사상구,함께하는 작은도서관,0,0,0,0
부산 기장군,해모로도서관,5197290,0,3974260,9171550
부산 해운대구,해운대세계작은도서관,10500000,20470850,3689950,34660800
부산 해운대구,해운어린이작은도서관,0,500000,0,500000
부산 사상구,햇살나무작은도서관,2400000,12000000,9500000,23900000
부산 사하구,행복나눔 작은도서관,0,0,0,0
부산 사하구,행복나무 작은도서관,0,0,3000000,3000000
부산 부산진구,행복마을작은도서관,3000000,1200000,500000,4700000
부산 중구,행복이가득한도서관,0,0,0,0
부산 기장군,행복작은도서관,0,0,0,0
부산 남구,행복한 문고,0,0,0,0
부산 서구,향기나는 작은도서관,900000,17159300,0,18059300
부산 기장군,현진에버빌 Book-Caf？,200000,100000,200000,500000
부산 영도구,홀리조이작은도서관,500000,0,300000,800000
부산 북구,화명수목원 숲속 작은도서관,0,0,0,0
부산 북구,화명종합사회복지관 어린이도서관,2267430,5983500,5148330,13399260
부산 사하구,회화나무작은도서관,4375000,4962875,11605000,20942875
부산 부산진구,훈민정음작은도서관,1000000,3000000,12000000,16000000
부산 기장군,휴먼시아1단지 책사랑문고,0,0,0,0
부산 해운대구,희망풍차작은도서관,1000000,0,0,1000000
서울 은평구,6단지 상림문고,3868130,0,874240,4742370
서울 서대문구,DMC래미안e편한세상아파트 1블럭작은도서관,2710002,3370940,4220000,10300942
서울 서대문구,DMC래미안e편한세상아파트 2블럭작은도서관,2712000,3370940,4220000,10302940
서울 서대문구,DMC래미안e편한세상아파트 3블럭작은도서관,2712000,3370940,4220000,10302940
서울 송파구,KSPO수영장도서관,6000000,0,7000000,13000000
서울 서초구,LH서초3단지 행복도서관,0,0,0,0
서울 서초구,LH서초4단지 작은도서관,100000,0,500000,600000
서울 강북구,cms영어 작은도서관,0,0,500000,500000
서울 동대문구,sk북카페 꿈땅,6800000,0,0,6800000
서울 송파구,가락2동새마을문고,1,1,1,3
서울 송파구,가락본동새마을문고,4860000,0,2000000,6860000
서울 구로구,가리봉동 마을문고,3200000,4320000,360000,7880000
서울 노원구,가온작은도서관,4200000,0,5220000,9420000
서울 노원구,가재울작은도서관,6200000,0,5220000,11420000
서울 은평구,갈현1동 문화의집 문고,1000000,0,0,1000000
서울 강동구,강동육아누리도서관,5600000,29040000,11700000,46340000
서울 강서구,강변월드작은도서관,0,0,0,0
서울 강북구,강북마을학교 밝빛작은도서관,999500,0,0,999500
서울 양천구,강서성결어린이도서관,0,0,1000000,1000000
서울 양천구,강서제일어린이문고,2000000,0,1000000,3000000
서울 강동구,강일9단지 누리도서관,0,0,0,0
서울 강동구,강일동 마을문고,4515000,0,800000,5315000
서울 강동구,강일리버파크6단지 책향기문고,2231590,0,568410,2800000
서울 구로구,개봉2동  새마을문고,3200000,4320000,360000,7880000
서울 구로구,개봉3동 마을문고,3200000,4320000,360000,7880000
서울 양천구,개울작은도서관,0,0,0,0
서울 강남구,개포1동 작은도서관,2264140,4880000,600000,7744140
서울 강남구,개포4동 작은도서관,1707480,2960000,272250,4939730
서울 송파구,거여1동새마을문고,2400000,0,2000000,4400000
서울 강동구,고덕리엔파크3단지 SH 작은도서관,2000000,0,1000000,3000000
서울 강동구,고덕마을도서관,0,0,1200000,1200000
서울 용산구,고래이야기,3450000,2400000,9000000,14850000
서울 양천구,고맙습니다 신정3동작은도서관,31000000,2000000,3000000,36000000
서울 관악구,고맙습니다 하난곡 작은도서관,12500000,31045000,19116000,62661000
서울 구로구,고척1동 마을문고,3200000,4280000,1500000,8980000
서울 구로구,고척2동 마을문고,3200000,4320000,360000,7880000
서울 구로구,고척교회도서관 책마을,3000000,0,2000000,5000000
서울 성북구,곰세마리 어린이 도서관,3680000,21150000,2770000,27600000
서울 마포구,공간민들레 청소년도서관,0,0,1000000,1000000
서울 마포구,공감작은도서관,3500000,0,15000000,18500000
서울 마포구,공덕동문고(마실길북카페),1200000,0,0,1200000
서울 관악구,관악산 시도서관,3000000,19808000,5399000,28207000
서울 광진구,광장동 새마을작은도서관,1792900,0,1200000,2992900
서울 광진구,광장현대파크빌도서관,0,0,600000,600000
서울 구로구,광진도서실,1000000,0,1500000,2500000
서울 구로구,구로1동 마을문고,3200000,4320000,360000,7880000
서울 구로구,구로2동 마을문고,3200000,4320000,360000,7880000
서울 구로구,구로4동 마을문고,3200000,4320000,360000,7880000
서울 구로구,구로5동 마을문고,3200000,4320000,360000,7880000
서울 관악구,구립신림청소년독서실,1200000,0,0,1200000
서울 동작구,구립약수작은도서관,13500000,56000000,20000000,89500000
서울 강서구,구암마을 작은도서관,1520000,0,5043955,6563955
서울 광진구,구의1동 새마을작은도서관,1782900,0,2880000,4662900
서울 광진구,구의2동 새마을작은도서관,3529930,0,3840000,7369930
서울 은평구,구파발10단지 제2작은도서관,800000,0,450000,1250000
서울 광진구,군자동 새마을작은도서관,1530000,0,1200000,2730000
서울 양천구,그루터기(신정이펜하우스2단지),2000000,0,2400000,4400000
서울 광진구,그루터기문고,2000000,0,3700000,5700000
서울 송파구,글길 작은도서관,2000000,0,0,2000000
서울 노원구,글꽃문고,0,3600000,203500,3803500
서울 용산구,글로벌아동도서관(서울목민아동),5000000,2520000,2400000,9920000
서울 강동구,글마루 작은도서관,6375000,0,3800000,10175000
서울 양천구,글바라기(신정이펜하우스1단지),3000000,0,5000000,8000000
서울 강서구,글벗누리 작은도서관(주민문고),1520000,0,5100000,6620000
서울 노원구,글빛작은도서관,2000000,0,1000000,3000000
서울 구로구,금강수목원아파트 작은 도서관,2300000,720000,0,3020000
서울 노원구,금빛도서관,3200000,7200000,600000,11000000
서울 성동구,금호1가동 북카페 책단지꿀단지,1708300,7619000,293600,9620900
서울 성동구,금호2.3가어린이작은도서관,1683600,7407000,0,9090600
서울 성동구,금호4가 어린이작은도서관,1368630,0,686650,2055280
서울 중랑구,기둥문고,2300000,0,0,2300000
서울 양천구,기쁨을나누는작은도서관,500000,0,0,500000
서울 성북구,기쁨이 자라는 작은도서관,3000000,0,24000000,27000000
서울 구로구,길:작은도서관,2000000,0,30000000,32000000
서울 성북구,길상도서관,2500000,0,500000,3000000
서울 구로구,길숲도서관,0,0,0,0
서울 성북구,길음 동부센트레빌 어린이글마당,600000,1000000,400000,2000000
서울 성북구,길음1동 새마을문고,3000000,0,0,3000000
서울 성북구,길음2동 새마을문고,1200000,0,800000,2000000
서울 성북구,길음뉴타운 푸르지오 도서관,4200000,0,6000000,10200000
서울 동작구,까망돌어린이도서관,0,0,0,0
서울 은평구,꿈 어린이도서관,2000000,8000000,4000000,14000000
서울 동대문구,꿈꾸는 도서관,500000,7247960,0,7747960
서울 중랑구,꿈꾸는 도서관,100000,100000,100000,300000
서울 양천구,꿈꾸는 도서관,1000000,20000000,3000000,24000000
서울 금천구,꿈꾸는 작은도서관,1935469,3752000,1972000,7659469
서울 송파구,꿈꾸는 작은도서관,1000000,1000000,4000000,6000000
서울 용산구,꿈꾸는 책마을,1800000,0,0,1800000
서울 종로구,꿈꾸는 평창동 작은도서관,2120000,11340000,1140000,14600000
서울 은평구,꿈꾸는i작은도서관,800000,1000000,1000000,2800000
서울 강북구,꿈꾸는문고,2200000,0,0,2200000
서울 노원구,꿈꾸는샘터작은도서관,2529000,532000,2000000,5061000
서울 구로구,꿈꾸는언덕 작은도서관(천왕 1단지),1277830,0,1229700,2507530
서울 노원구,꿈꾸는작은도서관,6200000,0,5220000,11420000
서울 구로구,꿈꾸는작은도서관,0,0,0,0
서울 강북구,꿈나무문고,0,0,4125000,4125000
서울 동대문구,꿈마루 도서관,13000000,0,7600000,20600000
서울 관악구,꿈마을도서관,5000000,13020000,16000000,34020000
서울 양천구,꿈사다리도서관,700000,0,2000000,2700000
서울 성동구,꿈샘 작은도서관,2000000,600000,1050000,3650000
서울 금천구,꿈씨 어린이 작은도서관,3174092,14400000,17263000,34837092
서울 마포구,꿈을 이루는 작은도서관,6200000,15600000,12946600,34746600
서울 도봉구,꿈을심는 작은도서관,0,0,400000,400000
서울 성북구,꿈의숲푸르지오 키즈&맘북카페,2188000,2040000,2860000,7088000
서울 영등포구,꿈이있는 도서관,1000000,5000000,2300000,8300000
서울 강서구,꿈이있는어린이도서관,6000000,0,0,6000000
서울 서대문구,꿈이있는작은도서관,2352000,0,3200000,5552000
서울 강서구,꿈자람책놀이터,2460000,8118710,2786520,13365230
서울 은평구,꿈지락작은도서관,3000000,0,5000000,8000000
서울 성동구,꿈터 어린이도서관,0,0,2000000,2000000
서울 성북구,꿈터 어린이도서관,1010000,10000000,8290000,19300000
서울 강서구,꿈터 작은도서관,1520000,0,5100000,6620000
서울 구로구,꿈터 작은도서관(천왕 6단지),2200000,0,3000000,5200000
서울 성북구,꿈틀도서관,2000000,12000000,6000000,20000000
서울 중랑구,꿈틀열매 작은도서관,500000,3600000,500000,4600000
서울 동대문구,나누리도서관,0,0,2400000,2400000
서울 금천구,나누리작은도서관,6000000,6000000,600000,12600000
서울 노원구,나눔작은도서관,4200000,0,5220000,9420000
서울 도봉구,나눔플러스 아름인도서관,0,0,0,0
서울 동대문구,나들목가족도서관,7516335,47284655,13612776,68413766
서울 용산구,나루 이촌북카페,29000000,3600000,90000000,122600000
서울 양천구,나무그늘(신정이펜하우스3단지),3000000,0,4000000,7000000
서울 종로구,나무와 열매 어린이 도서관,1800000,5200000,7000000,14000000
서울 관악구,낙성대공원 도서관,3000000,47487000,5956000,56443000
서울 관악구,낙성대동 우듬지 작은도서관,4264318,0,3400000,7664318
서울 관악구,난곡동 책사랑 작은도서관,4285710,0,3400000,7685710
서울 관악구,난곡주민도서관 새숲,7000000,15600000,28200000,50800000
서울 관악구,난향동 뜰안에 작은도서관,4195948,0,3400000,7595948
서울 광진구,날마다자라는나무,2000000,0,12000000,14000000
서울 서대문구,남가좌상성래미안아파트푸른북가페,1100000,6000000,900000,8000000
서울 용산구,남영동 새마을문고,1797680,1200000,0,2997680
서울 관악구,남현동 우리 작은도서관,4234450,0,3400000,7634450
서울 서초구,내곡동 작은도서관,6600000,0,0,6600000
서울 강서구,내발산작은도서관,1520000,0,5100000,6620000
서울 서초구,너나울 도서관,1000000,1600000,130000,2730000
서울 서초구,네이처힐3단지작은도서관(꿈찾는도서관),1000000,10800000,0,11800000
서울 서초구,네이처힐4단지작은도서관,10500000,11400000,950000,22850000
서울 서초구,네이처힐5단지작은도서관,1800000,15600000,2900000,20300000
서울 서초구,네이처힐6단지 작은도서관,50000,0,150000,200000
서울 서초구,네이처힐가든 작은도서관,45720,0,0,45720
서울 동작구,노량진1동마을문고,2000000,0,0,2000000
서울 동작구,노량진2동마을문고,2000000,0,0,2000000
서울 노원구,노원문화원작은도서관,6000000,0,4400000,10400000
서울 은평구,녹번동 문화사랑방,2000000,0,0,2000000
서울 마포구,늘푸른소나무 작은도서관,6200000,24212360,21648000,52060360
서울 서대문구,늘푸른열린작은도서관,2936240,0,3200000,6136240
서울 광진구,능동 새마을작은도서관,3539900,0,2400000,5939900
서울 금천구,다락방 작은도서관,1949266,3451000,1372800,6773066
서울 은평구,다문화도서관바오밥나무,2000000,1200000,3600000,6800000
서울 중구,다산동 새마을작은도서관,2968000,36612000,14040000,53620000
서울 관악구,다서원,2000000,2400000,0,4400000
서울 은평구,다섯콩도서관,6978000,17600000,12400000,36978000
서울 성북구,다슬도서관,2210000,13200000,8710000,24120000
서울 용산구,다시서기문고,1450000,0,0,1450000
서울 동대문구,다양한문화가모이는 어린이도서관 모두,2000000,38342960,31906510,72249470
서울 송파구,다우리 작은도서관,600000,0,2000000,2600000
서울 강남구,다움 영어 도서관,10000000,40000000,30000000,80000000
서울 용산구,단꿈작은도서관,2000000,0,0,2000000
서울 강북구,단비소리,3000000,0,10000000,13000000
서울 노원구,달내작은도서관,4200000,0,5220000,9420000
서울 양천구,달마을작은도서관(구 목2동 도서방),9000000,6000000,3000000,18000000
서울 동작구,담쟁이 작은도서관,0,0,0,0
서울 구로구,담쟁이넝쿨도서관,3500000,0,500000,4000000
서울 동대문구,답십리2동 민들레 작은도서관,0,0,520000,520000
서울 영등포구,당산1동 새마을공립작은도서관,2800000,9600000,2700000,15100000
서울 영등포구,당산2동 새마을공립작은도서관,3912530,9600000,2100000,15612530
서울 영등포구,당성책세상우리세상문고,3000000,0,10800000,13800000
서울 영등포구,대길열린문고,2000000,16800000,2500000,21300000
서울 영등포구,대림1동새마을공립작은도서관,2400000,9600000,1740000,13740000
서울 영등포구,대림2동 새마을공립작은도서관,2400000,9600000,1740000,13740000
서울 영등포구,대림3동 새마을공립작은도서관,2426410,9600000,1740000,13766410
서울 영등포구,대림동 작은 마을 문고,500000,0,0,500000
서울 동작구,대방동마을문고,800000,0,0,800000
서울 은평구,대조꿈나무어린이도서관,2000000,12376000,9746010,24122010
서울 은평구,대조제일교회꿈꾸는도서관,2200000,0,300000,2500000
서울 강남구,대치1 작은도서관,10912600,69562210,6531190,87006000
서울 관악구,대학동 녹두 작은도서관,4216672,0,3400000,7616672
서울 송파구,대한체육회 작은도서관,1200000,0,0,1200000
서울 중랑구,데시앙책울터,2000000,8400000,3600000,14000000
서울 강남구,도곡2동 작은 도서관,3605240,4520000,600000,8725240
서울 강동구,도담도담북카페,6375000,0,3800000,10175000
서울 종로구,도담도담한옥도서관,5000000,17050000,5929000,27979000
서울 금천구,도란도란 작은도서관,3008740,4200000,360000,7568740
서울 강서구,도란도란쉼터 작은도서관,3499000,0,8615360,12114360
서울 노원구,도란도란작은도서관,6200000,0,5220000,11420000
서울 강서구,도리샘 작은도서관,1520000,1134000,2996530,5650530
서울 영등포구,도림도서관,4078000,6786000,2136000,13000000
서울 영등포구,도림동새마을 공립작은도서관,2490740,9600000,2940000,15030740
서울 관악구,도림천에서 용나는 작은도서관,6000000,47415000,7770000,61185000
서울 도봉구,도봉1동 공립 작은도서관,4800000,6000000,1200000,12000000
서울 도봉구,도봉2동 공립 작은도서관,4800000,6000000,1200000,12000000
서울 도봉구,도봉구청행복작은도서관,8000000,12600000,0,20600000
서울 성북구,돈암2동 새마을문고,3124000,0,800000,3924000
서울 서대문구,돈의문센트레빌작은도서관,2000000,0,2400000,4400000
서울 영등포구,동네작은도서관,1500000,0,1200000,2700000
서울 동대문구,동대문구 문화회관 자료정보실,0,0,0,0
서울 성북구,동선동 새마을문고,2578640,0,1969000,4547640
서울 성북구,동선문고,2000000,0,0,2000000
서울 중랑구,"동성1,2차아파트문고",2000000,0,0,2000000
서울 중랑구,동성3차아파트문고,2000000,0,0,2000000
서울 동작구,동작샘터도서관,10743750,52875460,22794130,86413340
서울 중구,동화동 새마을작은도서관,2968000,11988000,2130000,17086000
서울 영등포구,두껍아두껍아 어린이도서관,500000,0,3000000,3500000
서울 영등포구,두날개작은도서관,2000000,0,0,2000000
서울 노원구,두레마을작은도서관,4200000,0,5220000,9420000
서울 관악구,두리하나 작은도서관,2000000,0,2000000,4000000
서울 종로구,두산아파트 새마을문고,550000,0,0,550000
서울 중랑구,두산화성문고,2000000,100000,0,2100000
서울 강동구,둔촌1동 마을문고,2375000,0,800000,3175000
서울 강동구,둔촌2동 마을문고,2350000,0,800000,3150000
서울 구로구,둘레길 작은도서관(천왕 4단지),1000000,0,2200000,3200000
서울 동대문구,둥그레문고,2000000,0,1600000,3600000
서울 강서구,등마루골 작은도서관,1520000,0,5100000,6620000
서울 강서구,등불작은도서관,5000000,10000000,3000000,18000000
서울 강서구,등촌아이파크 도서관,2500000,0,200000,2700000
서울 도봉구,라온제나 작은도서관,2450000,0,1400000,3850000
서울 강서구,람원도서관,5000000,5000000,1000000,11000000
서울 성북구,래미안 석관북카페,2000000,0,1600000,3600000
서울 동작구,래미안상도3차아파트문고,0,0,0,0
서울 중랑구,로뎀문고,200000,0,800000,1000000
서울 구로구,로즈빌도서관,1200000,0,0,1200000
서울 강동구,롯데캐슬도서관,4400000,20000000,2000000,26400000
서울 은평구,롯데캐슬문고,2086100,3000000,201200,5287300
서울 서초구,리본SH 작은도서관,0,0,220000,220000
서울 양천구,마을도서관(학마을2단지),0,0,0,0
서울 성동구,마장동 작은도서관,1998000,260000,0,2258000
서울 구로구,마중물 도서관,12000000,800000,8000000,20800000
서울 송파구,마천1동새마을문고,2400000,0,2000000,4400000
서울 중랑구,만나문고,300000,0,0,300000
서울 금천구,맑은누리 작은도서관,2123957,3458000,1922800,7504757
서울 은평구,매바위 북카페,2000000,0,0,2000000
서울 노원구,메아리작은도서관,4200000,0,5220000,9420000
서울 강동구,명일2동 마을문고,2375000,0,800000,3175000
서울 서대문구,명지어린이영어도서관,360000,1800000,0,2160000
서울 양천구,목1동 도서방,4089220,1000000,1000000,6089220
서울 양천구,목3동꿈자람작은도서관,10000000,1500000,3000000,14500000
서울 양천구,목4동 도서방,4211820,1000000,1000000,6211820
서울 성북구,목자도서관,2000000,0,1200000,3200000
서울 구로구,몽당연필도서관,0,0,1000000,1000000
서울 종로구,무악다솜방,2000000,12600000,0,14600000
서울 은평구,무지개영어도서관,500000,0,1000000,1500000
서울 성동구,무학도서관,3000000,3000000,0,6000000
서울 영등포구,문래동새마을공립작은도서관,4022360,9600000,4320000,17942360
서울 송파구,문정1동새마을문고,4600000,0,2000000,6600000
서울 송파구,문정작은도서관,2000000,0,6720000,8720000
서울 서대문구,문화촌어린이도서관,4886730,23231700,9596000,37714430
서울 은평구,물빛마을글방,1510500,33594000,3987500,39092000
서울 종로구,뭐든지 도서관,1200000,1200000,9600000,12000000
서울 금천구,미래꿈꾸는 작은도서관,500000,0,500000,1000000
서울 관악구,미성동 책의향기 작은도서관,4208915,0,3400000,7608915
서울 강북구,미아동 새마을문고,360000,2640000,0,3000000
서울 은평구,바다의별 작은도서관,7100000,0,5000000,12100000
서울 노원구,반디작은도서관,6200000,0,5220000,11420000
서울 영등포구,반딧불어린이도서관,2500000,1100000,1000000,4600000
서울 도봉구,반딧불이작은도서관,2200000,0,1200000,3400000
서울 강동구,반딧불작은도서관,4000000,0,3800000,7800000
서울 강동구,반석도서관,2000000,0,5000000,7000000
서울 서초구,반포1동 작은도서관,5117530,1200000,1200000,7517530
서울 서초구,반포2동 작은도서관,6600000,1200000,1200000,9000000
서울 서초구,반포3동 작은도서관,550000,0,1200000,1750000
서울 서초구,반포4동 작은도서관,3117358,1200000,1200000,5517358
서울 서초구,반포본동 작은도서관,550000,1200000,1200000,2950000
서울 강서구,발음도서관,2000000,520000,3500000,6020000
서울 강북구,밝은문고,500000,0,1000000,1500000
서울 강서구,방그리나작은도서관,1520000,0,5100000,6620000
서울 서초구,방배1동 작은도서관,4337600,1200000,1200000,6737600
서울 서초구,방배2동 작은도서관,4742260,1200000,1200000,7142260
서울 서초구,방배3동 작은도서관,5086389,1200000,1200000,7486389
서울 서초구,방배4동 작은도서관,6800000,1200000,1200000,9200000
서울 서초구,방배마을작은도서관,2000000,0,980000,2980000
서울 서초구,방배본동 작은도서관,2000000,0,0,2000000
서울 송파구,방이1동새마을문고,2400000,0,0,2400000
서울 송파구,방이2동새마을문고,2400000,0,2000000,4400000
서울 도봉구,방학1동 공립 작은도서관,4800000,6000000,1200000,12000000
서울 도봉구,방학2동 공립 작은도서관,4800000,6000000,1200000,12000000
서울 도봉구,방학3동 공립 작은도서관,4680000,1000000,0,5680000
서울 도봉구,방학청구아파트도서실,0,0,0,0
서울 구로구,배꼽빠지는 도서관,2000000,7200000,13200000,22400000
서울 강서구,배다리 작은도서관,3520000,0,5100000,8620000
서울 성북구,배바위골도서관,1950000,0,3000000,4950000
서울 은평구,백련산힐스 작은도서관,1000000,792000,307000,2099000
서울 용산구,백합어린이도서관,3431480,10800000,2017190,16248670
서울 강북구,번1동 새마을문고,2800000,0,1900000,4700000
서울 강북구,번3동 새마을문고,0,0,0,0
서울 강북구,벧엘도서관,0,0,0,0
서울 은평구,벧엘사랑문고,1000000,0,1000000,2000000
서울 성북구,별빛 작은도서관,1200000,0,1200000,2400000
서울 강북구,별빛초롱문고,2000000,30000000,6000000,38000000
서울 강서구,볏고을작은도서관,1520000,0,5100000,6620000
서울 동작구,보라매e편한세상작은도서관,3000000,2400000,319400,5719400
서울 관악구,보라매동 다사랑 작은도서관,4209972,0,3400000,7609972
서울 성북구,보문동 새마을문고,1200000,0,2250000,3450000
서울 마포구,복사골작은도서관,8033990,18126300,35627490,61787780
서울 은평구,복합문화공간[__틈],2000000,14400000,10800000,27200000
서울 동작구,본동작은도서관,7162500,42336450,21412460,70911410
서울 관악구,봉천5동작은문고,2000000,0,0,2000000
서울 관악구,봉현 작은 도서관,10334000,27107500,4822000,42263500
서울 영등포구,북마크 어린이도서관,6000000,0,12000000,18000000
서울 용산구,북카페 두드림,1800000,0,0,1800000
서울 용산구,북카페 라온아토,0,0,2826000,2826000
서울 용산구,북카페 자유다,3800000,0,0,3800000
서울 용산구,북카페 청마루,0,0,0,0
서울 마포구,북트립어린이영어도서관,35000000,52000000,24000000,111000000
서울 도봉구,북한산아이파크독서당,2500000,8700000,700000,11900000
서울 은평구,북한산힐스테이트1차아파트문고,900000,0,0,900000
서울 은평구,불광2동 자치회관문고(불광2동 주민센터),0,0,0,0
서울 종로구,불교영어도서관,0,0,30000000,30000000
서울 관악구,블루밍문고,3000000,6600000,6012000,15612000
서울 은평구,비전뜰 도서관,400000,0,1200000,1600000
