지역,도서관명,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터
전남 순천시,남제자치,89,30,있다,1,0
전남 곡성군,녹색문고,165,35,있다,1,1
전남 광양시,농부네텃밭도서관,100,50,없다,0,0
전남 화순군,느티나무마을도서관,103,20,있다,3,1
전남 화순군,늘푸른문고,60,20,있다,1,1
전남 장성군,다니엘작은도서관,71,25,있다,1,0
전남 보성군,다보리 작은도서관(보성문화원내),200,35,있다,1,0
전남 화순군,다사랑문고,116,30,있다,3,1
전남 광양시,다은작은도서관,53,20,없다,0,0
전남 화순군,달빛작은도서관,66,30,없다,0,0
전남 강진군,대구 작은도서관,35,10,없다,0,0
전남 담양군,대덕문고(도서관),95,80,없다,0,0
전남 광양시,대림 미리내 작은도서관,165,6,있다,1,0
전남 나주시,대방반딧불작은도서관,198,50,있다,0,1
전남 순천시,대주2차푸른솔작은도서관,105,14,있다,1,2
전남 무안군,덕치도서관,43,12,없다,0,0
전남 강진군,도룡문고,75,20,있다,1,2
전남 신안군,도초작은도서관,148,20,있다,1,2
전남 고흥군,도화 푸른꿈 작은도서관,275,59,있다,1,1
전남 완도군,동고교회문고,77,20,있다,1,0
전남 광양시,동광양 중부 작은도서관,35,20,있다,1,7
전남 광양시,동광양평화문고,55,30,있다,1,0
전남 순천시,동신별빛작은도서관,33,30,있다,1,0
전남 순천시,두산위브행복작은도서관,165,50,있다,1,3
전남 해남군,디딤돌문고,40,30,있다,1,1
전남 여수시,로얄골드빌아파트 작은도서관,79,32,있다,1,0
전남 순천시,롯데캐슬나눔작은도서관,287,110,있다,1,0
전남 해남군,마산신기문고,97,30,없다,0,0
전남 화순군,마중물작은도서관,79,12,있다,0,1
전남 순천시,매곡자치작은도서관,49,25,있다,1,0
전남 광양시,매화반딧불작은도서관,131,6,있다,1,1
전남 목포시,모아엘가작은도서관,141,27,없다,0,0
전남 여수시,목양작은도서관,120,40,없다,0,0
전남 광양시,무등작은도서관,152,6,있다,1,1
전남 목포시,무지개작은도서관,119,45,있다,1,2
전남 여수시,민들레작은도서관,165,33,있다,1,0
전남 목포시,반딧불작은도서관,165,20,있다,0,1
전남 나주시,배꽃작은도서관,132,30,있다,1,1
전남 영광군,백수작은도서관,132,8,있다,1,2
전남 해남군,백호문고,99,30,없다,0,0
전남 영광군,법성작은도서관,132,10,있다,1,2
전남 순천시,별량첨산작은도서관,87,20,있다,1,1
전남 고흥군,봉래 한빛 작은도서관,134,20,있다,1,1
전남 담양군,봉산문고(봉산지역아동센터),86,24,있다,1,4
전남 순천시,봉화호롱불작은도서관,133,35,있다,1,0
전남 나주시,봉황면작은도서관,230,30,있다,3,1
전남 장흥군,부산면 작은독서실,77,18,없다,0,0
전남 나주시,비단고을용문작은도서관,149,20,있다,1,0
전남 광양시,빛광양도서관,187,100,없다,0,0
전남 화순군,빛나라도서관,115,40,있다,4,1
전남 무안군,사랑으로열린(작은)도서관,40,20,없다,0,0
전남 강진군,산내들 지역아동센타,96,60,있다,1,8
전남 구례군,산동제일교회문고,72,16,없다,0,0
전남 여수시,삼일우리도서관,93,20,있다,1,0
전남 영암군,삼호벧엘작은도서관,62,30,있다,1,0
전남 순천시,상사용암,56,40,있다,1,2
전남 광양시,새마을꿈나무 작은도서관,115,30,있다,1,0
전남 광양시,새마을문고 늘푸른도서관,72,30,있다,1,0
전남 여수시,샘뿔인문학연구소작은도서관,43,24,있다,1,0
전남 나주시,샘터작은도서관,50,20,있다,1,0
전남 장성군,샬롬작은도서관,81,6,없다,0,0
전남 순천시,서면자치작은도서관,65,45,있다,1,0
전남 곡성군,석청도서관,231,50,있다,1,4
전남 화순군,세빛도서관,109,30,없다,0,0
전남 광양시,송보 영어 작은 도서관,148,6,있다,1,1
전남 광양시,송보꿈사랑도서관,298,25,있다,1,0
전남 순천시,송촌 글마루작은도서관,110,30,있다,1,0
전남 순천시,순천만작은도서관,85,48,있다,1,0
전남 순천시,순천생각나무작은도서관,183,44,있다,1,0
전남 순천시,순천시호두작은도서관,66,18,있다,1,1
전남 순천시,순천용오름작은도서관,66,20,있다,1,1
전남 목포시,숲속작은도서관,120,30,있다,1,2
전남 순천시,승주꿈꾸는,90,16,있다,1,0
전남 여수시,신기작은도서관,121,12,있다,1,2
전남 순천시,신대중흥글마루작은도서관,350,23,있다,1,1
전남 무안군,신동아파밀리에문고,156,40,없다,0,0
전남 해남군,신방마을문고,66,10,없다,0,0
전남 무안군,신성작은도서관,33,20,없다,0,0
전남 순천시,신성풀꽃작은도서관,92,15,있다,1,0
전남 순천시,신원푸른숲작은도서관,122,15,있다,1,0
전남 완도군,신지햇살작은도서관,33,18,있다,1,1
전남 곡성군,심청골 작은도서관,290,40,있다,1,8
전남 곡성군,심청효문화센터 작은도서관,53,20,없다,0,0
전남 광양시,써니벨리도서관,45,6,있다,1,0
전남 여수시,씨티작은도서관,78,20,있다,1,0
전남 무안군,아낌없이주는나무 작은도서관,130,40,있다,1,8
전남 나주시,아이뜰작은도서관,50,30,있다,2,1
전남 여수시,아이와 엄마 작은도서관,175,50,있다,2,3
전남 여수시,아주타운 작은도서관,103,24,있다,1,0
전남 화순군,안심작은도서관,79,14,있다,1,0
전남 목포시,어깨동무작은도서관,136,12,있다,4,1
전남 여수시,여서주공작은도서관,84,36,있다,1,0
전남 여수시,여수중부작은도서관,132,40,있다,2,3
전남 목포시,연꽃작은도서관,82,36,있다,1,3
전남 순천시,연동대주,122,60,있다,1,0
전남 여수시,열린도서관,148,40,없다,0,0
전남 광양시,예닮문고,46,30,있다,2,1
전남 나주시,오계작은도서관,35,30,있다,2,0
전남 곡성군,오산독서회 작은도서관,42,20,없다,0,0
전남 목포시,옥암꿈나무작은도서관,116,40,없다,0,0
전남 목포시,옹달샘작은도서관,95,45,있다,1,2
전남 완도군,완도제일작은도서관,91,102,있다,1,0
전남 순천시,왕조2동자치작은도서관,71,18,있다,1,0
전남 순천시,우성반딧불작은도서관,82,15,있다,1,0
전남 무안군,운남 에덴문고,66,20,있다,1,0
전남 여수시,웅천지웰 작은도서관,48,30,있다,1,0
전남 곡성군,원등교회문고,94,40,있다,2,1
전남 여수시,원앙작은도서관,100,27,있다,1,2
전남 무안군,원평산 작은도서관,36,6,없다,0,0
전남 함평군,월야작은도서관,111,18,있다,1,3
전남 장흥군,유치면 작은 도서실,35,20,없다,0,0
전남 목포시,은하수작은도서관,317,80,있다,1,4
전남 무안군,자람터 작은도서관,147,22,있다,1,0
전남 신안군,자은구영마을도서관,147,15,있다,1,1
전남 순천시,작은나무작은도서관,85,30,있다,1,0
전남 신안군,장산작은도서관,204,12,있다,1,5
전남 여수시,장성도서관,80,40,없다,0,0
전남 장흥군,장평면작은독서실,66,20,있다,0,6
전남 장흥군,장흥 건산2차 휴먼시아 작은도서관,73,24,있다,1,0
전남 순천시,저전자치작은도서관,33,24,있다,1,0
전남 나주시,제일작은도서관,99,20,없다,0,0
전남 순천시,조곡자치작은도서관,91,25,있다,1,1
전남 순천시,조례금호작은도서관,82,20,있다,1,1
전남 순천시,조례종합복지관 작은도서관,89,40,있다,1,2
전남 강진군,좋은문고,80,40,없다,0,0
전남 곡성군,주산문고,165,30,있다,1,1
전남 순천시,주암광천작은도서관,169,70,있다,1,0
전남 여수시,주은금호 작은도서관,132,30,있다,1,1
전남 곡성군,죽곡농민열린도서관,88,32,있다,1,1
전남 여수시,중앙작은도서관,54,8,있다,0,2
전남 신안군,증도작은도서관,165,6,있다,1,1
전남 신안군,지도작은도서관,286,20,있다,1,1
전남 화순군,지혜샘어린이문고,50,10,있다,1,0
전남 진도군,진도문화원 학고도서관,111,6,있다,1,1
전남 여수시,책이랑나랑작은도서관,118,30,있다,1,0
전남 순천시,책이랑툇마루작은도서관,66,20,있다,1,0
전남 목포시,청개구리작은도서관,131,23,있다,1,1
전남 완도군,청산지리문고,108,20,있다,1,3
전남 나주시,청소년수련관북카페,200,20,없다,0,0
전남 영암군,청용도서관,400,20,있다,2,1
전남 목포시,초롱초롱작은도서관,146,52,있다,1,2
전남 광양시,태금샬롬도서관,99,20,있다,1,0
전남 광양시,태인 작은 도서관,86,6,있다,1,1
전남 나주시,파랑새작은도서관,50,20,있다,1,0
전남 순천시,파랑새작은도서관,108,50,있다,1,1
전남 순천시,푸르미작은도서관,102,50,있다,1,1
전남 영암군,푸른나무 작은도서관,99,18,있다,1,1
전남 장흥군,푸른독서실,73,7,있다,0,1
전남 목포시,푸른솔작은도서관,104,28,있다,1,3
전남 여수시,푸른정원작은도서관(구 두란노서원문고),202,28,있다,1,5
전남 강진군,풀꽃문고,88,20,있다,2,0
전남 순천시,풍덕금호작은도서관,66,25,있다,1,2
전남 순천시,피오레작은도서관,148,30,있다,1,1
전남 목포시,피터팬작은도서관,280,35,있다,1,5
전남 여수시,필립영어도서관,33,20,있다,2,1
전남 광양시,필유사랑나눔도서관,172,40,있다,1,0
전남 순천시,하날다래작은도서관,67,30,있다,1,0
전남 곡성군,하늘나리 작은도서관,50,20,없다,0,0
전남 목포시,하늘을나는도서관,125,30,있다,1,0
전남 완도군,하리작은도서관,47,10,없다,0,0
전남 신안군,하의작은도서관,142,25,있다,1,2
전남 여수시,학마을 작은도서관,77,68,있다,1,2
전남 여수시,한려작은도서관,160,48,있다,1,0
전남 영암군,한마음문고,92,50,있다,1,2
전남 여수시,한빛문고,65,32,없다,0,0
전남 영암군,한울타리작은도서관,156,50,있다,1,0
전남 담양군,한이직기념도서관,215,40,있다,2,0
전남 화순군,한천하누리작은도서관,60,6,있다,1,0
전남 여수시,함께하는 작은도서관,50,18,있다,1,1
전남 해남군,해남다문화작은도서관,90,30,없다,0,0
전남 여수시,해들누리작은도서관,110,30,있다,1,1
전남 순천시,해룡성산도서관 ,75,25,있다,1,0
전남 순천시,해룡소안작은도서관,69,32,있다,1,0
전남 나주시,해맑음작은도서관,99,20,있다,1,1
전남 화순군,해망마을도서관,204,48,있다,1,0
전남 함평군,해보작은도서관,150,18,있다,1,3
전남 나주시,해오름작은도서관,35,15,있다,1,0
전남 여수시,현천작은도서관(구 현천문고),143,42,있다,1,2
전남 순천시,호반2차꿈꾸는작은도서관,81,30,있다,1,0
전남 영광군,홍농작은도서관,165,10,있다,1,1
전남 구례군,홍당무어린이도서관,35,13,있다,1,0
전남 화순군,화순작은도서관,33,10,없다,0,0
전남 화순군,화순중앙도서관,39,28,있다,0,1
전남 해남군,황산면주민자치센터작은도서관,33,18,있다,1,0
전남 장흥군,회진 청소년 문화의집,206,20,있다,10,1
전남 무안군,훈민정음 작은도서관,75,25,있다,1,0
전남 순천시,흑두루미작은도서관,143,70,있다,1,1
전남 여수시,희망도서관 꿈이룸방,33,20,있다,2,0
전남 여수시,힐스테이트 행복 작은도서관,52,30,있다,1,10
전북 김제시,JG작은도서관,121,20,있다,1,0
전북 전주시,간납대작은도서관,49,15,있다,1,1
전북 정읍시,감골작은도서관,99,17,있다,1,1
전북 전주시,개골개골도서관,706,80,있다,7,0
전북 부안군,개암작은도서관,134,38,있다,1,2
전북 전주시,건지산숲속작은도서관,50,30,있다,0,1
전북 김제시,검산 작은도서관,151,50,있다,1,4
전북 군산시,경암작은도서관,147,20,있다,2,2
전북 완주군,경천애인작은도서관,75,15,있다,1,2
전북 정읍시,고부작은도서관,99,24,있다,1,0
전북 고창군,고수해마루작은도서관,271,28,있다,1,3
전북 부안군,고인돌작은도서관,124,40,있다,1,1
전북 전주시,곰솔나무 작은도서관 ,97,40,없다,0,0
전북 전주시,광선문고,59,30,있다,0,1
전북 김제시,교동골 작은도서관,142,37,있다,1,2
전북 군산시,구세군 엘림문고,330,60,없다,0,0
전북 군산시,구암작은도서관,166,25,있다,1,1
전북 완주군,구이모악작은도서관,76,20,있다,1,2
전북 전주시,글마당작은도서관,211,80,있다,1,1
전북 익산시,글마루작은도서관,121,50,있다,2,1
전북 고창군,글마루작은도서관,181,36,있다,2,5
전북 남원시,금동꿈나무문고,33,9,없다,0,0
전북 남원시,금동작은도서관,100,16,있다,1,2
전북 전주시,금호작은도서관,168,24,있다,1,0
전북 김제시,길보작은도서관,126,13,있다,1,0
전북 익산시,깊은샘작은도서관,181,100,있다,1,5
전북 정읍시,꽃들의둥지 문고,40,15,없다,0,0
전북 남원시,꿈그린 작은도서관,126,24,있다,1,1
전북 익산시,꿈꾸는뜰 어린이도서관,362,60,있다,3,1
전북 전주시,꿈나무도서관 ,132,70,있다,0,2
전북 전주시,꿈나무문고,33,20,없다,0,0
전북 전주시,꿈드리작은도서관,110,10,있다,1,0
전북 익산시,꿈드림작은도서관,118,100,있다,2,2
전북 전주시,꿈마을작은도서관 ,43,18,없다,0,0
전북 전주시,꿈밭장애인 작은도서관,237,30,있다,1,1
전북 전주시,꿈이있는나무작은도서관,348,110,있다,2,2
전북 익산시,꿈틀문고,84,38,있다,1,1
전북 전주시,나래영상도서관,91,20,있다,0,7
전북 군산시,나운작은도서관,184,30,있다,2,1
전북 군산시,나포작은도서관,238,46,있다,1,1
전북 남원시,남원독서문화원,33,10,있다,1,0
전북 익산시,낭산작은도서관,33,20,있다,1,1
전북 진안군,노계3동뜨란채 작은도서관,132,10,있다,1,0
전북 남원시,노암마을문고,81,20,있다,1,0
전북 군산시,노인종합복지관작은도서관,125,48,있다,1,1
전북 군산시,늘빛문고,37,15,있다,1,6
전북 진안군,능길마을 작은도서관,100,6,있다,1,1
전북 임실군,다독다독 작은도서관,145,12,있다,1,1
전북 완주군,대덕꿈도서관,73,32,있다,1,2
전북 완주군,대명누리꿈작은도서관,105,15,있다,1,0
전북 고창군,대산큰별작은도서관,79,17,있다,1,1
전북 전주시,덕진품애작은도서관,174,34,있다,1,1
전북 남원시,도통동공립문고,52,24,있다,1,0
전북 남원시,독우물 작은 도서관,66,20,있다,1,2
전북 전주시,동네방네 작은도서관,150,40,있다,1,0
전북 군산시,동문문고,264,30,있다,2,2
전북 완주군,동부사립문고작은도서관,168,20,있다,1,2
전북 익산시,동산작은도서관,181,100,있다,1,3
전북 전주시,동신교회문고 ,160,36,있다,1,0
전북 김제시,들꽃작은도서관,36,18,있다,1,0
전북 전주시,루벤스 작은도서관,136,43,있다,1,0
전북 진안군,마이성결작은도서관,132,10,있다,1,0
전북 진안군,마이작은도서관,151,24,있다,1,0
전북 전주시,마하나임 작은도서관,80,20,있다,0,3
전북 남원시,만인문고,33,6,있다,1,0
전북 전주시,맑은누리작은도서관,116,70,있다,1,0
전북 남원시,메카센트럴 작은도서관,132,16,있다,3,1
전북 군산시,명산사립작은도서관,163,30,있다,1,3
전북 전주시,모롱지 작은도서관,682,50,있다,2,1
전북 익산시,모현뜰작은도서관,190,30,있다,1,2
전북 고창군,무장글샘작은도서관,199,12,있다,1,1
전북 무주군,무주만나작은도서관,115,35,있다,1,1
전북 완주군,무지개나라,66,8,있다,2,1
전북 임실군,무지개빛 작은도서관,168,80,있다,1,0
전북 군산시,무지개작은도서관,62,25,없다,0,0
전북 전주시,무지개작은도서관,135,10,있다,1,0
전북 정읍시,문화의집작은도서관,103,16,있다,1,1
전북 군산시,미룡작은도서관,210,40,있다,2,1
전북 군산시,미성작은도서관,313,42,있다,1,2
전북 전주시,미소뜰도서관 ,95,40,있다,0,1
전북 무주군,반딧불 작은도서관,136,30,있다,1,1
