지역,도서관명,건물면적,열람석,PC 유무,관리자용 컴퓨터,이용자용 컴퓨터
부산 금정구,금샘마을도서관,60,20,있다,1,0
부산 금정구,금정문고,138,22,있다,1,1
부산 금정구,금정산 SK VIEW 북카페,99,20,있다,1,0
부산 사하구,까치마을작은도서관,51,24,있다,1,1
부산 수영구,깔깔도서관,93,12,있다,1,0
부산 서구,꽃마을 작은도서관,118,30,있다,1,2
부산 해운대구,꽃마을작은도서관,60,12,있다,1,0
부산 동래구,꿈꾸는 도서관,39,35,있다,1,2
부산 영도구,꿈나무 작은도서관,220,60,있다,1,2
부산 금정구,꿈드림 작은도서관,83,25,있다,1,0
부산 남구,꿈드림 작은도서관,36,60,없다,0,0
부산 서구,꿈사다리 도서관,33,20,있다,1,0
부산 기장군,꿈사랑 작은도서관,73,10,있다,1,2
부산 남구,꿈샘작은도서관,46,20,있다,1,1
부산 사하구,꿈이 자라는 신평작은도서관,198,60,있다,1,0
부산 남구,꿈이 자라는 작은도서관,60,20,있다,1,5
부산 수영구,꿈자람 작은도서관,50,8,있다,1,1
부산 남구,꿈자람터 작은도서관,161,40,있다,1,1
부산 해운대구,나눔작은도서관,85,36,있다,1,0
부산 부산진구,나드림작은도서관,34,18,있다,1,1
부산 북구,남산정 작은도서관,52,18,있다,1,0
부산 수영구,남천천신협작은도서관,222,80,있다,1,2
부산 영도구,남항작은도서관,123,22,있다,1,1
부산 사하구,노을나루길작은도서관,194,60,있다,1,0
부산 해운대구,뉴라이프,52,24,있다,1,0
부산 사상구,늘소망 작은도서관,44,15,있다,1,1
부산 수영구,늘푸른 도서관,73,38,있다,1,2
부산 북구,늘푸른도서관,79,20,있다,1,0
부산 사하구,다대2동 작은도서관,166,70,있다,1,4
부산 사하구,다모아작은도서관,84,13,있다,1,0
부산 영도구,다문화 어린이 도서관'모두',138,30,있다,1,1
부산 사상구,다문화도서관,297,28,있다,1,4
부산 해운대구,다비다 도서관,33,20,있다,1,0
부산 연제구,다원문고,49,30,있다,1,4
부산 서구,닥밭골 작은 도서관,86,8,있다,1,1
부산 해운대구,달맞이도서관,34,17,있다,1,0
부산 기장군,달산누리,126,20,있다,1,2
부산 부산진구,달팽이작은도서관,88,20,있다,1,1
부산 부산진구,당감1동작은도서관,185,19,있다,2,0
부산 부산진구,당감2동새마을문고,80,20,있다,1,1
부산 부산진구,당감뜨란채 작은도서관,65,48,있다,1,0
부산 사하구,당리작은도서관,224,55,있다,1,2
부산 사하구,당리푸르지오 푸른나무도서관,156,60,없다,0,0
부산 북구,대림작은도서관,91,15,있다,1,0
부산 금정구,대우도서실,33,12,있다,1,1
부산 동구,더나눔작은도서관,146,32,있다,1,0
부산 북구,덕천문고,33,20,있다,1,0
부산 동래구,동래 작은도서관,99,24,있다,1,3
부산 사하구,동매누리 작은도서관,108,30,있다,1,1
부산 서구,동서남-BOOK 작은도서관,80,25,있다,1,2
부산 영도구,동일도서관,108,30,있다,1,0
부산 남구,동항작은도서관,57,30,없다,0,0
부산 북구,동화와 시,35,20,있다,1,0
부산 남구,들꽃이야기 작은도서관,90,16,있다,1,1
부산 수영구,디딤돌작은도서관,113,36,있다,1,0
부산 남구,로뎀나무 아래 작은 도서관,49,18,없다,0,0
부산 기장군,롯데캐슬2차 북돋음터,77,40,있다,1,0
부산 수영구,르네상스 작은도서관,33,16,있다,1,0
부산 기장군,리슈빌도서관,69,25,있다,1,0
부산 강서구,링컨타운책벌레작은도서관,33,30,있다,1,0
부산 동구,마실작은도서관,99,40,있다,1,0
부산 사하구,마하골 길벗 작은도서관,330,65,있다,1,3
부산 금정구,머드레작은도서관,33,12,있다,1,0
부산 동래구,명륜도서관,34,10,있다,1,0
부산 동래구,명륜동 새마을문고,33,10,있다,1,0
부산 사하구,명성도서관,135,20,있다,0,2
부산 동래구,명장2동 새마을문고,33,8,있다,1,0
부산 사상구,모라1동 작은도서관,160,40,있다,2,2
부산 사하구,모모작은도서관,115,40,있다,2,1
부산 부산진구,몬테소리작은도서관,153,6,있다,1,3
부산 사하구,몰운대그린비치아파트 작은도서관,132,48,있다,1,0
부산 해운대구,무정도서관,334,60,있다,1,4
부산 사하구,무지개 작은도서관,171,40,있다,1,1
부산 남구,문현마을문고,171,20,있다,1,1
부산 연제구,물만골,48,19,있다,1,0
부산 해운대구,미리내 작은도서관,36,10,없다,0,0
부산 금정구,미리내작은도서관,57,20,있다,2,1
부산 중구,민들레작은도서관,247,70,있다,1,0
부산 수영구,바람길작은도서관,60,10,있다,1,0
부산 해운대구,바퀴달린 그림책 작은도서관,34,8,있다,2,2
부산 해운대구,반송2동새마을작은도서관,85,36,있다,1,0
부산 해운대구,반송문고,115,30,있다,0,3
부산 해운대구,반송온누리교회작은도서관,108,8,있다,1,0
부산 해운대구,반여 꿈꾸는 어린이 도서관,57,20,있다,1,0
부산 해운대구,반여1동새마을작은도서관,107,34,있다,1,0
부산 해운대구,반여2동새마을작은도서관,99,24,있다,1,0
부산 해운대구,반여3동새마을작은도서관,66,24,있다,1,0
부산 해운대구,반여4동새마을작은도서관,79,45,있다,1,0
부산 연제구,배산작은도서관,194,35,있다,2,3
부산 동구,범일프로버 도서관,50,10,있다,1,0
부산 부산진구,범천작은도서관,146,42,있다,1,0
부산 동래구,법륜지혜 작은도서관,63,20,있다,1,0
부산 중구,보수동책방골목어린이도서관,187,80,있다,0,4
부산 동래구,복산동 새마을문고,120,81,있다,0,1
부산 서구,부민작은도서관,40,30,있다,1,0
부산 동래구,부산 작은도서관,42,20,있다,1,1
부산 부산진구,부산광역시교육청 작은도서관,89,6,있다,1,0
부산 부산진구,부산시사립문고회문고,82,10,있다,1,0
부산 남구,부산시여성회관 작은도서관,82,6,있다,1,0
부산 연제구,부산의료원 작은도서관,65,20,없다,0,0
부산 부산진구,부산진사립문고협회 문고,82,10,있다,2,0
부산 부산진구,부암3동작은도서관,112,30,있다,1,1
부산 동래구,북돋움 작은도서관,43,10,있다,2,0
부산 사하구,북세통(book을 통한 세상과의 소통),56,36,있다,1,0
부산 남구,북조아 작은 도서관,43,20,있다,1,0
부산 해운대구,북카페 하늘정원,165,50,있다,1,0
부산 남구,브니엘 학습관 문고,40,10,있다,0,1
부산 부산진구,비발디작은도서관(2012.4.27 등록),48,18,있다,1,0
부산 부산진구,비전도서관,99,30,있다,0,1
부산 해운대구,비전작은도서관,38,25,없다,0,0
부산 사하구,사랑나눔 작은도서관,188,62,있다,1,0
부산 부산진구,사랑방마실,97,23,있다,1,1
부산 북구,사랑의 문고,60,20,있다,1,0
부산 동래구,사랑의샘 작은도서관,98,28,있다,2,3
부산 사상구,사상 작은도서관,514,25,있다,4,0
부산 동래구,사직1동 새마을문고,34,14,있다,1,0
부산 동래구,사직3동 새마을문고,42,12,있다,1,0
부산 사하구,사하마을문고,104,90,없다,0,0
부산 남구,산성교회문고,50,56,있다,1,0
부산 사하구,새벗작은도서관,49,25,있다,1,0
부산 사하구,새사랑 작은 도서관,118,32,있다,1,0
부산 해운대구,새소망작은도서관,40,18,있다,1,1
부산 남구,샘터꿈의도서관,150,30,있다,0,1
부산 남구,샘터작은도서관,150,22,있다,1,0
부산 서구,서구문화원작은도서관,187,30,있다,2,4
부산 금정구,서동골책놀이터문고,85,21,있다,1,1
부산 금정구,서동작은도서관,114,15,있다,1,1
부산 기장군,서연관,219,40,있다,1,0
부산 기장군,서희스타힐스작은도서관,66,18,있다,1,1
부산 동래구,센터럴파크 작은도서관,211,36,있다,1,0
부산 기장군,센트럴작은도서관,161,40,없다,0,0
부산 금정구,소정꿈나무작은도서관,56,10,있다,1,0
부산 남구,솔로몬 도서관,80,32,있다,1,0
부산 서구,송도바다 작은도서관,168,34,있다,2,0
부산 서구,송도제일교회문고,64,50,있다,1,0
부산 해운대구,송정2휴먼시아작은도서관,56,25,있다,1,0
부산 해운대구,송정도서관,42,20,있다,1,0
부산 동구,수정중앙문고,132,40,있다,1,0
부산 부산진구,숨바꼭질 작은도서관,92,60,있다,1,2
부산 해운대구,스위첸작은도서관,47,10,있다,1,0
부산 강서구,시민책방작은도서관,280,50,있다,2,2
부산 북구,시온성 작은도서관,66,28,있다,1,0
부산 부산진구,신개금엘지작은도서관,198,44,있다,1,0
부산 기장군,신동아파밀리에도서실,112,25,있다,1,1
부산 해운대구,신일 꿈나무 작은도서관,132,20,없다,0,0
부산 사하구,신평꿈꾸는작은도서관,130,20,있다,1,2
부산 해운대구,아이를사랑하는작은도서관,90,8,있다,1,1
부산 연제구,아이마루 작은도서관,175,40,있다,3,3
부산 강서구,아인슈타인타운책벌레작은도서관,198,38,있다,1,0
부산 동래구,안락2동 새마을문고,33,10,있다,1,0
부산 부산진구,양정2동작은도서관,140,32,있다,1,0
부산 해운대구,어깨동무책방,39,20,있다,1,1
부산 서구,어린왕자 작은도서관,132,50,있다,2,4
부산 서구,어린이&가족도서관 꿈꾸는 글나라,300,100,있다,2,0
부산 부산진구,어린이도서관동화랑놀자,200,50,있다,3,3
부산 서구,어울림 작은도서관,98,21,있다,1,2
부산 영도구,어울림마당작은도서관,108,30,있다,1,0
부산 해운대구,어진이작은도서관,120,46,있다,1,0
부산 사상구,엄궁 쌈지 작은도서관,84,16,있다,1,0
부산 강서구,에디슨타운책벌레작은도서관,131,40,있다,0,1
부산 사하구,에코작은도서관,206,40,있다,4,1
부산 연제구,연산3동 새마을문고 밤골 작은도서관,138,33,있다,2,2
부산 연제구,연산4동새마을문고해뜰작은도서관,126,65,있다,2,1
부산 연제구,연제가족도서원,80,40,있다,1,0
부산 부산진구,연지동작은도서관(2012.9.6 개관),115,20,있다,1,0
부산 사상구,열린 작은도서관,33,6,있다,4,35
부산 부산진구,열린도서관,170,40,있다,1,2
부산 부산진구,열린문도서관,33,10,있다,1,2
부산 영도구,영선2동 풀잎작은도서관,131,34,있다,1,0
부산 기장군,예닮책마을,170,50,있다,1,1
부산 금정구,예일솔로몬문고,40,15,있다,1,0
부산 북구,오뚜기 작은도서관,51,10,있다,1,0
부산 사하구,옥토어린이문고,40,7,있다,2,0
부산 동래구,온고지신 작은도서관,105,18,있다,1,4
부산 동래구,온천1동 새마을문고,68,40,없다,0,0
부산 동래구,온천2동 새마을문고,60,12,있다,1,0
부산 해운대구,우1동새마을작은도서관,80,8,있다,1,0
부산 연제구,우리동네작은도서관,99,25,있다,1,1
부산 사하구,원더풀 작은도서관,70,20,있다,1,1
부산 연제구,월드메르디앙 작은도서관,48,15,있다,1,0
부산 금정구,유니세프 작은도서관,81,25,있다,2,1
부산 북구,율리작은도서관,59,30,있다,3,0
부산 사하구,은항쉐마도서관,49,20,있다,1,0
부산 영도구,은혜도서관,174,50,있다,1,0
부산 금정구,이야기동동 작은도서관,131,20,있다,2,0
부산 기장군,이진캐스빌블루1차,82,20,없다,0,0
부산 연제구,인문학 북카페 동행,95,20,있다,1,1
부산 동래구,인성 작은도서관,80,16,있다,1,0
부산 동래구,일곱빛깔 작은도서관,33,10,없다,0,0
부산 동래구,일희망 작은도서관,33,10,있다,1,0
부산 남구,작은나무숲,86,25,있다,2,1
부산 부산진구,작은도서관 꿈자람,83,50,있다,1,0
부산 남구,작은여울 도서관,45,15,없다,0,0
부산 해운대구,작은인문학도서관,308,168,있다,2,5
부산 해운대구,재반작은도서관,111,20,있다,1,2
부산 해운대구,재송1동새마을작은도서관,104,46,있다,1,0
부산 해운대구,재송2동새마을작은도서관,100,18,있다,1,0
부산 영도구,절영 작은도서관,66,30,있다,1,1
부산 기장군,정관동일2차 북카페,157,56,있다,1,7
부산 기장군,정관휴먼시아2단지 작은도서관,94,30,있다,1,2
부산 해운대구,좌1동새마을작은도서관,99,24,있다,2,0
부산 해운대구,좌2동새마을작은도서관,80,10,있다,1,1
부산 해운대구,좌3동새마을작은도서관,85,10,있다,1,1
부산 해운대구,좌4동새마을작은도서관,146,46,있다,1,1
부산 사상구,주례쌈지작은도서관,82,30,있다,1,0
부산 해운대구,중1동새마을작은도서관,42,15,있다,1,0
부산 해운대구,지식의 창고 작은도서관,49,20,있다,1,0
부산 금정구,지혜의 샘,151,36,있다,1,0
부산 부산진구,지혜의 샘 문고,50,16,있다,1,2
부산 서구,짬짬이 작은도서관,64,20,있다,1,0
부산 부산진구,찬누리작은도서관,85,30,있다,1,0
부산 남구,참사랑도서관,46,8,없다,0,0
부산 중구,책갈피 작은도서관,142,24,있다,1,0
부산 강서구,책나무 작은도서관,45,10,없다,0,0
부산 남구,책나무그늘,148,50,있다,2,0
부산 남구,책나무그늘 작은도서관,69,24,있다,2,0
부산 사상구,책누리작은도서관,99,24,있다,1,0
부산 부산진구,책마루작은도서관,92,40,있다,1,1
부산 동래구,책마을 작은도서관,46,16,있다,1,1
부산 영도구,책바다작은도서관,115,32,있다,1,0
부산 서구,책사랑작은도서관,79,20,있다,1,3
부산 해운대구,책사랑작은도서관,34,12,없다,0,0
부산 금정구,책읽는 세상,49,18,있다,1,0
부산 해운대구,천초작은도서관,230,90,있다,1,2
부산 기장군,청강책쉼터,60,15,있다,1,1
부산 남구,청소년쉼터도서관,135,30,있다,1,0
부산 동구,초량중앙문고,92,20,있다,1,0
부산 사하구,초록꿈 작은도서관,56,30,있다,1,0
부산 동구,초록우산 어린이북카페,53,32,있다,2,1
부산 서구,초장동꿈터작은도서관,198,50,있다,1,1
부산 기장군,칠암작은도서관,114,54,있다,1,8
부산 사하구,큰마루 공부방,104,38,있다,1,1
부산 금정구,큰뿌리독서원,36,18,있다,1,1
부산 서구,포도나무 도서관,154,50,있다,1,2
부산 사하구,푸른누리작은도서관,200,50,있다,1,2
부산 강서구,하늘나무작은도서관,93,20,있다,1,0
부산 사하구,하단쉼터 도서관,67,40,있다,1,1
부산 부산진구,한국독서대학도서관,181,20,있다,1,0
부산 기장군,한빛책나눔터,85,35,있다,0,1
부산 영도구,한울마당 작은도서관,157,30,있다,1,0
부산 사상구,한울타리 작은도서관,33,10,있다,1,1
부산 사상구,함께하는 작은도서관,76,12,있다,1,1
부산 기장군,해모로도서관,123,41,있다,2,1
부산 해운대구,해운대세계작은도서관,105,28,있다,2,1
부산 해운대구,해운어린이작은도서관,56,8,있다,1,0
부산 사상구,햇살나무작은도서관,132,40,있다,2,2
부산 사하구,행복나눔 작은도서관,116,10,있다,1,0
부산 사하구,행복나무 작은도서관,110,20,있다,1,1
부산 부산진구,행복마을작은도서관,84,30,있다,1,0
부산 중구,행복이가득한도서관,34,15,있다,0,1
부산 기장군,행복작은도서관,130,40,있다,1,0
부산 남구,행복한 문고,45,16,있다,1,0
부산 서구,향기나는 작은도서관,34,20,있다,1,0
부산 기장군,현진에버빌 Book-Caf？,278,50,있다,1,1
부산 영도구,홀리조이작은도서관,93,20,없다,0,0
부산 북구,화명수목원 숲속 작은도서관,38,50,있다,1,0
부산 북구,화명종합사회복지관 어린이도서관,89,30,있다,1,0
부산 사하구,회화나무작은도서관,313,60,있다,1,2
부산 부산진구,훈민정음작은도서관,49,20,있다,1,0
부산 기장군,휴먼시아1단지 책사랑문고,49,20,있다,0,1
부산 해운대구,희망풍차작은도서관,238,29,있다,1,0
서울 은평구,6단지 상림문고,154,30,있다,1,1
서울 서대문구,DMC래미안e편한세상아파트 1블럭작은도서관,100,40,있다,1,0
서울 서대문구,DMC래미안e편한세상아파트 2블럭작은도서관,73,20,있다,1,0
서울 서대문구,DMC래미안e편한세상아파트 3블럭작은도서관,91,40,있다,1,0
서울 송파구,KSPO수영장도서관,81,12,있다,1,1
서울 서초구,LH서초3단지 행복도서관,138,17,있다,1,0
서울 서초구,LH서초4단지 작은도서관,50,16,있다,1,0
서울 강북구,cms영어 작은도서관,109,20,있다,1,2
서울 동대문구,sk북카페 꿈땅,50,30,있다,1,0
서울 송파구,가락2동새마을문고,34,8,없다,0,0
서울 송파구,가락본동새마을문고,56,6,있다,1,0
서울 구로구,가리봉동 마을문고,132,8,있다,1,0
서울 노원구,가온작은도서관,67,10,있다,1,1
서울 노원구,가재울작은도서관,84,15,있다,2,1
서울 은평구,갈현1동 문화의집 문고,80,24,있다,2,3
서울 강동구,강동육아누리도서관,182,41,있다,2,0
서울 강서구,강변월드작은도서관,79,15,없다,0,0
서울 강북구,강북마을학교 밝빛작은도서관,132,38,있다,1,0
서울 양천구,강서성결어린이도서관,33,12,있다,0,1
서울 양천구,강서제일어린이문고,67,20,있다,1,0
서울 강동구,강일9단지 누리도서관,65,10,있다,1,0
서울 강동구,강일동 마을문고,81,20,있다,1,0
서울 강동구,강일리버파크6단지 책향기문고,67,12,있다,1,0
서울 구로구,개봉2동  새마을문고,40,14,있다,1,1
서울 구로구,개봉3동 마을문고,33,10,있다,1,1
서울 양천구,개울작은도서관,100,8, ,0,0
서울 강남구,개포1동 작은도서관,33,12,있다,1,1
서울 강남구,개포4동 작은도서관,33,8,있다,1,1
서울 송파구,거여1동새마을문고,56,16,있다,1,0
서울 강동구,고덕리엔파크3단지 SH 작은도서관,257,70,있다,2,2
서울 강동구,고덕마을도서관,66,50,있다,1,0
서울 용산구,고래이야기,66,20,있다,2,0
서울 양천구,고맙습니다 신정3동작은도서관,178,50,있다,2,2
서울 관악구,고맙습니다 하난곡 작은도서관,160,46,있다,3,2
서울 구로구,고척1동 마을문고,75,13,있다,1,0
서울 구로구,고척2동 마을문고,73,25,있다,0,1
서울 구로구,고척교회도서관 책마을,99,70,있다,2,1
서울 성북구,곰세마리 어린이 도서관,92,30,있다,1,0
서울 마포구,공간민들레 청소년도서관,217,55,있다,1,1
서울 마포구,공감작은도서관,90,30,있다,2,3
서울 마포구,공덕동문고(마실길북카페),44,20,있다,1,0
서울 관악구,관악산 시도서관,33,14,있다,1,0
서울 광진구,광장동 새마을작은도서관,40,15,있다,1,0
서울 광진구,광장현대파크빌도서관,53,23,있다,1,0
서울 구로구,광진도서실,130,25,있다,1,0
서울 구로구,구로1동 마을문고,49,15,있다,2,0
서울 구로구,구로2동 마을문고,57,6,있다,1,0
서울 구로구,구로4동 마을문고,42,13,있다,1,1
서울 구로구,구로5동 마을문고,33,8,있다,1,0
서울 관악구,구립신림청소년독서실,148,74,있다,2,0
서울 동작구,구립약수작은도서관,122,47,있다,3,1
서울 강서구,구암마을 작은도서관,265,35,있다,1,2
서울 광진구,구의1동 새마을작은도서관,75,20,있다,1,0
서울 광진구,구의2동 새마을작은도서관,38,16,있다,1,0
서울 은평구,구파발10단지 제2작은도서관,74,14,없다,0,0
서울 광진구,군자동 새마을작은도서관,40,10,있다,1,0
서울 양천구,그루터기(신정이펜하우스2단지),111,15,있다,1,0
서울 광진구,그루터기문고,39,20,있다,1,0
서울 송파구,글길 작은도서관,66,12,있다,0,1
서울 노원구,글꽃문고,62,24,있다,1,0
서울 용산구,글로벌아동도서관(서울목민아동),90,20,있다,2,2
서울 강동구,글마루 작은도서관,36,15,있다,1,0
서울 양천구,글바라기(신정이펜하우스1단지),105,40,있다,1,0
서울 강서구,글벗누리 작은도서관(주민문고),137,46,있다,2,2
서울 노원구,글빛작은도서관,80,20,있다,0,1
서울 구로구,금강수목원아파트 작은 도서관,46,12,있다,0,1
서울 노원구,금빛도서관,66,16,있다,1,1
서울 성동구,금호1가동 북카페 책단지꿀단지,71,28,있다,1,0
서울 성동구,금호2.3가어린이작은도서관,77,6,있다,1,0
서울 성동구,금호4가 어린이작은도서관,135,20,있다,1,2
서울 중랑구,기둥문고,72,20,없다,0,0
서울 양천구,기쁨을나누는작은도서관,46,6,있다,1,0
서울 성북구,기쁨이 자라는 작은도서관,50,25,있다,1,0
서울 구로구,길:작은도서관,84,25,없다,0,0
서울 성북구,길상도서관,258,26,있다,1,0
서울 구로구,길숲도서관,120,30,있다,1,0
서울 성북구,길음 동부센트레빌 어린이글마당,36,18,있다,1,0
서울 성북구,길음1동 새마을문고,44,18,있다,1,0
서울 성북구,길음2동 새마을문고,66,20,있다,1,0
서울 성북구,길음뉴타운 푸르지오 도서관,132,25,있다,2,1
서울 동작구,까망돌어린이도서관,48,20,있다,1,0
서울 은평구,꿈 어린이도서관,87,30,있다,1,1
서울 동대문구,꿈꾸는 도서관,78,30,있다,1,0
서울 중랑구,꿈꾸는 도서관,101,30,있다,1,0
서울 양천구,꿈꾸는 도서관,115,20,있다,1,0
서울 금천구,꿈꾸는 작은도서관,34,12,있다,1,0
서울 송파구,꿈꾸는 작은도서관,268,70,있다,1,1
서울 용산구,꿈꾸는 책마을,33,15,있다,1,0
서울 종로구,꿈꾸는 평창동 작은도서관,38,15,있다,1,0
서울 은평구,꿈꾸는i작은도서관,330,15,있다,1,2
서울 강북구,꿈꾸는문고,33,10,있다,1,0
서울 노원구,꿈꾸는샘터작은도서관,40,20,있다,1,6
서울 구로구,꿈꾸는언덕 작은도서관(천왕 1단지),67,12,있다,1,0
서울 노원구,꿈꾸는작은도서관,65,23,있다,1,1
서울 구로구,꿈꾸는작은도서관,59,20,있다,1,0
서울 강북구,꿈나무문고,102,12,있다,1,0
서울 동대문구,꿈마루 도서관,231,80,있다,2,1
서울 관악구,꿈마을도서관,150,30,있다,1,1
서울 양천구,꿈사다리도서관,36,18,있다,1,1
서울 성동구,꿈샘 작은도서관,184,35,있다,1,1
서울 금천구,꿈씨 어린이 작은도서관,215,30,있다,2,2
서울 마포구,꿈을 이루는 작은도서관,137,8,있다,2,1
서울 도봉구,꿈을심는 작은도서관,49,10,있다,1,0
서울 성북구,꿈의숲푸르지오 키즈&맘북카페,47,24,있다,1,0
서울 영등포구,꿈이있는 도서관,125,33,있다,1,0
서울 강서구,꿈이있는어린이도서관,66,20,있다,1,0
서울 서대문구,꿈이있는작은도서관,68,22,있다,1,0
서울 강서구,꿈자람책놀이터,186,30,있다,1,2
서울 은평구,꿈지락작은도서관,80,50,있다,0,1
서울 성동구,꿈터 어린이도서관,38,10,없다,0,0
서울 성북구,꿈터 어린이도서관,33,15,있다,1,0
서울 강서구,꿈터 작은도서관,204,30,있다,2,1
서울 구로구,꿈터 작은도서관(천왕 6단지),130,40,있다,0,1
서울 성북구,꿈틀도서관,44,12,있다,2,0
서울 중랑구,꿈틀열매 작은도서관,85,32,있다,1,0
서울 동대문구,나누리도서관,33,21,있다,1,0
서울 금천구,나누리작은도서관,100,30,있다,1,1
서울 노원구,나눔작은도서관,45,8,있다,1,1
서울 도봉구,나눔플러스 아름인도서관,119,30,없다,0,0
서울 동대문구,나들목가족도서관,248,50,있다,5,1
서울 용산구,나루 이촌북카페,90,26,있다,1,2
서울 양천구,나무그늘(신정이펜하우스3단지),162,32,있다,1,0
서울 종로구,나무와 열매 어린이 도서관,85,20,있다,1,0
서울 관악구,낙성대공원 도서관,47,10,있다,1,0
서울 관악구,낙성대동 우듬지 작은도서관,81,20,있다,2,1
서울 관악구,난곡동 책사랑 작은도서관,102,16,있다,2,1
서울 관악구,난곡주민도서관 새숲,355,65,있다,4,1
서울 관악구,난향동 뜰안에 작은도서관,80,22,있다,2,1
서울 광진구,날마다자라는나무,42,10,있다,1,0
서울 서대문구,남가좌상성래미안아파트푸른북가페,148,46,있다,1,0
서울 용산구,남영동 새마을문고,115,21,있다,1,0
서울 관악구,남현동 우리 작은도서관,179,60,있다,2,1
서울 서초구,내곡동 작은도서관,51,11,있다,1,0
서울 강서구,내발산작은도서관,183,52,있다,2,2
서울 서초구,너나울 도서관,221,10,있다,1,0
서울 서초구,네이처힐3단지작은도서관(꿈찾는도서관),183,30,있다,2,1
서울 서초구,네이처힐4단지작은도서관,33,8,있다,1,1
서울 서초구,네이처힐5단지작은도서관,73,20,있다,2,2
서울 서초구,네이처힐6단지 작은도서관,36,6,있다,1,1
서울 서초구,네이처힐가든 작은도서관,55,21,있다,1,2
서울 동작구,노량진1동마을문고,50,20,있다,1,3
서울 동작구,노량진2동마을문고,35,11,있다,1,3
서울 노원구,노원문화원작은도서관,140,34,있다,2,4
서울 은평구,녹번동 문화사랑방,56,17,있다,2,0
서울 마포구,늘푸른소나무 작은도서관,174,15,있다,2,1
서울 서대문구,늘푸른열린작은도서관,83,20,있다,1,0
서울 광진구,능동 새마을작은도서관,53,15,있다,1,0
서울 금천구,다락방 작은도서관,48,31,있다,1,1
서울 은평구,다문화도서관바오밥나무,39,12,있다,1,1
서울 중구,다산동 새마을작은도서관,193,40,있다,1,0
서울 관악구,다서원,36,12,있다,1,0
서울 은평구,다섯콩도서관,125,20,있다,2,1
서울 성북구,다슬도서관,97,25,있다,1,1
서울 용산구,다시서기문고,33,6,없다,0,0
서울 동대문구,다양한문화가모이는 어린이도서관 모두,165,80,있다,4,3
서울 송파구,다우리 작은도서관,66,12,있다,2,0
서울 강남구,다움 영어 도서관,102,40,있다,4,1
서울 용산구,단꿈작은도서관,81,30,있다,3,2
서울 강북구,단비소리,50,30,있다,1,1
서울 노원구,달내작은도서관,48,18,있다,1,1
서울 양천구,달마을작은도서관(구 목2동 도서방),177,60,있다,2,1
서울 동작구,담쟁이 작은도서관,55,33,없다,0,0
서울 구로구,담쟁이넝쿨도서관,75,20,있다,1,0
서울 동대문구,답십리2동 민들레 작은도서관,178,30,있다,2,5
서울 영등포구,당산1동 새마을공립작은도서관,132,22,있다,1,1
서울 영등포구,당산2동 새마을공립작은도서관,33,10,있다,2,1
서울 영등포구,당성책세상우리세상문고,125,40,있다,1,2
서울 영등포구,대길열린문고,110,61,있다,1,0
서울 영등포구,대림1동새마을공립작은도서관,170,24,있다,2,1
서울 영등포구,대림2동 새마을공립작은도서관,34,16,있다,2,1
서울 영등포구,대림3동 새마을공립작은도서관,66,19,있다,2,1
서울 영등포구,대림동 작은 마을 문고,70,20,없다,0,0
서울 동작구,대방동마을문고,36,10,있다,1,3
서울 은평구,대조꿈나무어린이도서관,132,60,있다,2,1
서울 은평구,대조제일교회꿈꾸는도서관,65,10,있다,1,1
서울 강남구,대치1 작은도서관,73,28,있다,1,2
서울 관악구,대학동 녹두 작은도서관,56,20,있다,2,1
서울 송파구,대한체육회 작은도서관,264,6,있다,1,1
서울 중랑구,데시앙책울터,330,100,있다,1,1
서울 강남구,도곡2동 작은 도서관,34,25,있다,1,1
서울 강동구,도담도담북카페,62,30,있다,1,0
서울 종로구,도담도담한옥도서관,108,30,있다,1,2
서울 금천구,도란도란 작은도서관,62,12,있다,1,1
서울 강서구,도란도란쉼터 작은도서관,347,60,있다,1,1
서울 노원구,도란도란작은도서관,45,18,있다,2,3
서울 강서구,도리샘 작은도서관,230,20,있다,2,1
서울 영등포구,도림도서관,202,80,있다,1,0
서울 영등포구,도림동새마을 공립작은도서관,74,30,있다,2,1
서울 관악구,도림천에서 용나는 작은도서관,43,14,있다,2,0
서울 도봉구,도봉1동 공립 작은도서관,83,15,있다,1,1
서울 도봉구,도봉2동 공립 작은도서관,53,10,있다,1,1
서울 도봉구,도봉구청행복작은도서관,166,25,있다,2,2
서울 성북구,돈암2동 새마을문고,66,30,있다,1,0
서울 서대문구,돈의문센트레빌작은도서관,109,126,있다,1,0
서울 영등포구,동네작은도서관,151,18,있다,1,0
서울 동대문구,동대문구 문화회관 자료정보실,450,85,있다,1,0
서울 성북구,동선동 새마을문고,33,18,있다,1,0
서울 성북구,동선문고,62,25,없다,0,0
서울 중랑구,"동성1,2차아파트문고",67,26,있다,1,0
서울 중랑구,동성3차아파트문고,54,12,있다,1,0
서울 동작구,동작샘터도서관,241,50,있다,5,9
서울 중구,동화동 새마을작은도서관,68,8,있다,2,0
서울 영등포구,두껍아두껍아 어린이도서관,115,30,있다,3,1
서울 영등포구,두날개작은도서관,85,24,있다,1,6
서울 노원구,두레마을작은도서관,107,36,있다,1,1
서울 관악구,두리하나 작은도서관,110,20,있다,1,1
서울 종로구,두산아파트 새마을문고,169,25,있다,1,0
서울 중랑구,두산화성문고,46,13,있다,1,0
서울 강동구,둔촌1동 마을문고,45,10,있다,0,1
서울 강동구,둔촌2동 마을문고,33,6,있다,1,0
