지역,도서관명,연간 증가 장서 수,총 보유 장서 수,연간 증가 연속간행물 수,현재 총 보유 연속간행물 수
전북 군산시,늘빛문고,300,3785,3,3
전북 진안군,능길마을 작은도서관,260,5125,0,0
전북 임실군,다독다독 작은도서관,660,3844,0,0
전북 완주군,대덕꿈도서관,100,2500,2,3
전북 완주군,대명누리꿈작은도서관,100,3420,0,0
전북 고창군,대산큰별작은도서관,707,3341,0,0
전북 전주시,덕진품애작은도서관,1604,1604,0,0
전북 남원시,도통동공립문고,220,7900,0,0
전북 남원시,독우물 작은 도서관,265,6475,0,0
전북 전주시,동네방네 작은도서관,4000,4000,0,0
전북 군산시,동문문고,20,2020,0,0
전북 완주군,동부사립문고작은도서관,300,2000,2,3
전북 익산시,동산작은도서관,964,10897,3,3
전북 전주시,동신교회문고 ,200,6200,3,6
전북 김제시,들꽃작은도서관,0,1600,0,0
전북 전주시,루벤스 작은도서관,502,1589,11,11
전북 진안군,마이성결작은도서관,500,4000,0,0
전북 진안군,마이작은도서관,466,8688,0,0
전북 전주시,마하나임 작은도서관,200,1500,0,0
전북 남원시,만인문고,173,3636,0,0
전북 전주시,맑은누리작은도서관,454,5601,0,0
전북 남원시,메카센트럴 작은도서관,4235,4235,0,0
전북 군산시,명산사립작은도서관,370,2370,0,0
전북 전주시,모롱지 작은도서관,408,12413,0,0
전북 익산시,모현뜰작은도서관,574,8641,1,5
전북 고창군,무장글샘작은도서관,724,2859,0,0
전북 무주군,무주만나작은도서관,916,9887,1,5
전북 완주군,무지개나라,285,2300,2,3
전북 임실군,무지개빛 작은도서관,420,8299,0,0
전북 군산시,무지개작은도서관,55,4800,0,0
전북 전주시,무지개작은도서관,427,10634,0,0
전북 정읍시,문화의집작은도서관,498,3897,0,0
전북 군산시,미룡작은도서관,1009,21511,0,9
전북 군산시,미성작은도서관,1045,19859,9,18
전북 전주시,미소뜰도서관 ,430,7880,1,1
전북 무주군,반딧불 작은도서관,600,8000,2,5
전북 익산시,반석문고,50,8050,0,5
전북 익산시,배산작은도서관,780,8889,32,24
전북 진안군,백운 흰구름 작은도서관,463,11000,0,0
전북 고창군,버들눈도서관,500,20500,1,6
전북 장수군,번암작은도서관,446,3827,0,0
전북 익산시,벧엘 어린이 문고,200,3000,0,2
전북 순창군,복흥문고,10,1200,0,0
전북 익산시,봄나루작은도서관,488,9727,3,3
전북 익산시,부송열린문고,35,3035,0,0
전북 익산시,부송작은도서관,760,10260,0,7
전북 정읍시,북면작은도서관,400,5484,0,0
전북 남원시,빨간사과 작은도서관,411,6000,0,0
전북 남원시,산내품안문고,174,6374,0,0
전북 군산시,산단작은도서관,7412,7412,10,10
전북 장수군,산서문고,0,5000,0,0
전북 익산시,삼성어린이작은도서관,504,15280,2,1
전북 완주군,상관기찻길작은도서관,341,9959,2,5
전북 정읍시,상동작은도서관,406,7936,0,0
전북 김제시,새마을 작은 도서관,580,5888,0,0
전북 남원시,새싹작은도서관,412,3931,0,0
전북 정읍시,샛별사립문고,0,1680,0,0
전북 전주시,서곡주공작은도서관,1000,4000,1,1
전북 군산시,서수작은도서관,6394,6394,0,0
전북 익산시,성북작은도서관,10501,10501,0,0
전북 군산시,성원문고,300,2800,0,0
전북 전주시,성원솔로몬문고 ,500,6000,0,0
전북 전주시,세광문고,0,1000,0,0
전북 완주군,소양철쭉작은도서관,121,7221,2,5
전북 군산시,솔내음,113,3200,0,4
전북 남원시,송동 작은도서관,100,4100,0,0
전북 전주시,송천뜨란채 도서관 ,949,21410,1,5
전북 정읍시,수목토작은도서관,416,3694,0,0
전북 군산시,수미작은도서관,7569,7569,0,0
전북 정읍시,수성작은도서관,400,3549,0,0
전북 순창군,순창군 문화의집 작은도서관,657,6590,0,7
전북 전주시,신일강변아파트 도서관 ,0,1000,0,0
전북 김제시,신풍문고,0,4200,0,0
전북 익산시,신황등 어린이문고,0,0,0,0
전북 정읍시,실버작은도서관,1706,1706,0,0
전북 군산시,아가페문고,0,2200,1,1
전북 임실군,아낌없이주는나무 작은도서관,347,3795,0,0
전북 전주시,아르펠리스 작은도서관,300,6000,0,0
전북 익산시,아름다운 문고,10,1500,0,2
전북 고창군,아산선운산작은도서관,724,2859,0,0
전북 군산시,아이소리사립문고,0,3200,0,0
전북 전주시,아이파크 도서관,100,1700,0,0
전북 무주군,안성작은도서관,482,7894,0,0
전북 임실군,안전작은도서관,879,3778,0,0
전북 전주시,어깨동무 작은 도서관 ,1000,6200,3,3
전북 군산시,에덴의쉼터 작은도서관,429,4429,2,4
전북 전주시,에코르도서문고 ,276,6000,7,0
전북 전주시,엘리트 작은도서관,320,2000,1,2
전북 익산시,여산교회문고,50,4050,0,0
전북 전주시,열린점자 작은도서관,3309,26386,4,40
전북 전주시,예다음 작은도서관,546,2615,1,1
전북 익산시,예문열린문고,100,3500,2,5
전북 익산시,예솔작은도서관,1000,8447,5,9
전북 군산시,예품사립작은도서관,300,1300,0,0
전북 남원시,온누리작은도서관,100,2660,0,0
전북 정읍시,옹달샘작은도서관,400,4596,1,1
전북 전주시,옹달샘작은도서관 ,1302,13500,2,3
전북 익산시,왕궁작은도서관,1018,7567,3,6
전북 남원시,외평마을구심문고,100,2411,0,0
전북 전주시,우미린 도서관,0,2000,0,0
전북 전주시,우아문화의집작은도서관,3188,3188,0,0
전북 부안군,운호문고,100,3600,2,4
전북 익산시,울림작은도서관,835,6619,2,4
전북 군산시,월명작은도서관,1973,14950,12,24
전북 익산시,은총문고,50,6500,0,0
전북 군산시,은파코아루아파트문고,0,4644,0,0
전북 남원시,이그린작은도서관,604,5224,2,2
전북 완주군,이서배꽃뜰작은도서관,466,10616,0,3
전북 완주군,이서지역아동센터문고,500,1360,2,3
전북 전주시,인후문화의집 작은도서관,725,5910,0,0
전북 전주시,인후비젼 작은도서관,791,11606,0,0
전북 전주시,자람터작은도서관,500,2060,0,0
전북 전주시,작은 행복도서관,830,8000,2,2
전북 장수군,장계문예복지관 작은도서관,454,7089,0,0
전북 장수군,장수꿈나무사립문고,0,5000,0,0
전북 장수군,장수청소년문화의집 작은도서관,467,8514,0,0
전북 전주시,전주작은도서관,798,10252,0,0
전북 완주군,정보화마을,250,1082,1,3
전북 전주시,조은 작은도서관 ,50,4000,1,1
전북 군산시,조촌작은도서관,1007,12122,0,9
전북 전주시,좋은씨앗 작은도서관,200,7500,0,0
전북 군산시,주성열린문고,100,4000,0,0
전북 김제시,죽산작은도서관,569,13756,0,0
전북 전주시,중심교회문고,0,1000,0,0
전북 임실군,지사랑작은도서관,575,3381,0,0
전북 익산시,지혜를 일구는 라인문고,60,1500,4,4
전북 진안군,진안사랑작은도서관,270,13000,0,0
전북 부안군,창북문고,350,3500,3,2
전북 군산시,책마을 문고,50,31050,0,0
전북 남원시,책사랑글사랑한알음문고,377,3377,0,0
전북 전주시,책사랑작은도서관 ,0,4300,1,7
전북 익산시,책이있어좋은우남도서관,122,6300,0,0
전북 순창군,청소년센터 작은도서관,460,7695,0,2
전북 전주시,청아 작은도서관 ,30,3000,0,0
전북 전주시,청아나루 작은 도서관,483,7349,0,0
전북 김제시,청하사랑작은도서관,3602,3602,0,0
전북 전주시,초록우산작은도서관,987,11379,0,0
전북 완주군,초롱이문고,250,1300,2,1
전북 정읍시,초산작은도서관,3396,3396,0,0
전북 임실군,충경작은도서관,3500,8292,0,0
전북 전주시,큰나루작은도서관,470,8376,0,0
전북 전주시,팔복작은도서관,542,10751,1,1
전북 전주시,평화꿈틀작은도서관,928,9336,15,15
전북 전주시,평화동작은도서관,1500,4000,2,4
전북 임실군,필봉 작은도서관,400,3300,0,0
전북 군산시,하늘정원작은도서관,0,4000,0,0
전북 전주시,한길 작은도서관,1200,1400,0,0
전북 군산시,한우리문고,200,6800,3,3
전북 익산시,함열학교마을작은도서관 ,985,17428,5,10
전북 고창군,항일역사도서관,0,4300,0,5
전북 전주시,행복나눔작은도서관,1103,7069,25,250
전북 익산시,행복세상작은도서관,1165,9566,2,22
전북 전주시,호반꿈나래도서관,0,5512,0,3
전북 전주시,호성작은도서관,569,10825,0,0
전북 전주시,호크마작은도서관,0,2500,0,0
전북 남원시,혼불 작은도서관,429,9693,0,0
전북 완주군,화산골작은도서관,127,4841,1,5
전북 익산시,황등 작은도서관,219,5650,0,0
전북 남원시,황죽작은도서관,1200,3143,0,0
전북 전주시,효사랑푸른꿈작은도서관,564,7009,0,0
전북 남원시,휴먼시아 작은도서관,733,7212,0,2
전북 전주시,휴먼시아아이린작은도서관,790,6188,0,0
전북 군산시,흥남작은도서관,1120,17280,10,45
전북 전주시,희망나눔도서관,200,2800,5,5
전북 김제시,희망남포작은도서관,302,12348,2,12
전북 군산시,희망사립작은도서관,150,4000,2,10
제주 서귀포시,가시리새마을문고,120,2750,0,0
제주 서귀포시,감산리 새마을문고,1000,5057,0,2
제주 제주시,강구리새마을작은도서관,100,1100,0,0
제주 서귀포시,갯머리작은도서관,177,2620,0,1
제주 제주시,고성1리새마을작은도서관,120,2142,0,0
제주 제주시,광령1리새마을작은도서관,109,3549,0,0
제주 제주시,교래리새마을작은도서관,600,2500,0,0
제주 제주시,귀덕3리새마을작은도서관,75,2120,0,0
제주 제주시,금능꿈차롱작은도서관,880,10551,30,30
제주 제주시,금악리새마을작은도서관,55,3281,0,0
제주 제주시,김녕리새마을작은도서관,29,3831,0,0
제주 제주시,꿈이 있는 작은도서관,300,6500,0,0
제주 서귀포시,남원JC새마을문고,500,2500,0,0
제주 제주시,납읍새마을작은도서관,210,7500,0,0
제주 제주시,노형꿈틀작은도서관,716,11374,0,8
제주 제주시,노형부영2차새마을작은도서관,75,4672,0,0
제주 제주시,달리작은도서관,300,3800,1,21
제주 제주시,대림리새마을작은도서관,75,5039,0,0
제주 서귀포시,대평리새마을문고,96,1320,0,0
제주 서귀포시,덕수새마을문고,95,1700,0,0
제주 제주시,도두1동새마을작은도서관,75,2157,0,0
제주 제주시,도련1동새마을작은도서관,209,5017,0,0
제주 제주시,도련주공새마을작은도서관,80,1580,0,0
제주 서귀포시,동광리새마을문고,300,3080,0,0
제주 제주시,동려새마을작은도서관,520,4437,3,8
제주 서귀포시,동홍1동새마을문고,67,1136,0,0
제주 서귀포시,동홍3희망새마을문고,86,1532,0,0
제주 서귀포시,동홍6새마을 문고,59,2250,0,0
제주 서귀포시,동홍대림새마을문고,37,1850,0,0
제주 서귀포시,동홍반석아르미문고,28,1350,0,0
제주 제주시,동화새마을작은도서관,45,3000,0,0
제주 제주시,두맹이작은도서관,313,6174,0,0
제주 제주시,두모리새마을작은도서관,75,1334,0,0
제주 제주시,뜨란채새마을작은도서관,220,7589,1,1
제주 제주시,명월리새마을작은도서관,300,1391,0,0
제주 서귀포시,보목 꿈터 작은도서관,81,13203,0,0
제주 제주시,복지새마을작은도서관,923,4689,0,0
제주 제주시,봉개새마을작은도서관,120,5360,1,0
제주 제주시,봉성새별작은도서관,468,6000,2,5
제주 제주시,북촌리새마을작은도서관,75,1550,0,0
제주 제주시,비양리새마을작은도서관,75,1300,0,0
제주 서귀포시,사계리새마을문고,200,3000,0,0
제주 제주시,사평새마을작은도서관,3249,6544,0,0
제주 서귀포시,산남새마을문고,64,1980,0,0
제주 서귀포시,삼달리작은도서관,179,3247,0,0
제주 제주시,상가리새마을작은도서관,225,2300,0,0
제주 제주시,상명리새마을작은도서관,75,1895,0,0
제주 서귀포시,상모1리 새마을문고,166,3192,0,0
제주 서귀포시,상모2리새마을문고,0,2860,0,0
제주 서귀포시,상모3리새마을문고,43,1100,0,0
제주 서귀포시,상모서상동새마을문고,152,2500,0,0
제주 제주시,상승새마을작은도서관,70,1771,0,0
제주 서귀포시,상창바람소리작은도서관,95,5052,0,0
제주 제주시,새삶청소년공부방,63,2000,0,0
제주 서귀포시,색달새마을문고,0,1771,0,0
제주 제주시,서광리새마을작은도서관,1134,5168,0,0
제주 서귀포시,서광서리새마을문고,250,4000,0,0
제주 서귀포시,서광이 비치는(서광동리) 새마을 문고,263,3405,0,0
제주 제주시,서귀포JC새마을문고,77,1288,0,0
제주 제주시,선흘1리새마을작은도서관,100,1523,0,0
제주 제주시,설문대어린이도서관,1000,14000,2,10
제주 서귀포시,성읍2리 새마을문고,86,1690,0,0
제주 제주시,성화새마을작은도서관,130,6128,0,0
제주 서귀포시,세화1리새마을문고,300,6840,0,0
제주 제주시,수산리새마을작은도서관,75,2560,0,0
제주 서귀포시,수산초새마을문고,0,5100,0,0
제주 서귀포시,신례2리 새마을문고,130,1130,0,0
제주 제주시,신천지새마을작은도서관,80,1557,0,0
제주 제주시,신촌리새마을작은도서관,75,4036,0,0
제주 제주시,신흥리새마을작은도서관,75,2268,0,0
제주 서귀포시,아담한새마을문고,95,1590,0,0
제주 제주시,아라스위첸새마을작은도서관,1269,4196,0,0
제주 제주시,어린이도서관꿈틀책방,100,1400,0,0
제주 제주시,연동대림새마을작은도서관,75,1690,0,0
제주 제주시,연미새마을작은도서관,75,2813,0,0
제주 서귀포시,열운이작은도서관,289,3020,0,0
제주 제주시,염광새마을작은도서관,75,1565,0,0
제주 서귀포시,예래새마을문고,46,4013,0,0
제주 제주시,예원새마을작은도서관,75,2430,0,0
제주 서귀포시,예촌작은도서관,515,4421,0,0
제주 제주시,오도새마을작은도서관,324,4542,0,0
제주 제주시,오라공설새마을작은도서관,80,5552,2,2
제주 서귀포시,오석새마을문고,300,3600,0,0
제주 제주시,옹포리새마을작은도서관,0,2698,0,0
제주 제주시,와산매실작은도서관,257,6536,1,1
제주 제주시,외도1차부영새마을작은도서관,430,4050,0,0
제주 제주시,외도2차부영새마을작은도서관,107,6029,0,0
제주 제주시,외도아름새마을작은도서관,75,1375,0,0
제주 제주시,용강새마을작은도서관,95,1500,0,0
제주 제주시,용당리새마을작은도서관,75,1100,0,0
제주 서귀포시,용흥새마을문고,111,5220,0,0
제주 서귀포시,웃토산작은도서관,700,5000,0,0
제주 제주시,원당작은도서관,223,10430,0,0
제주 제주시,원앙새마을작은도서관,268,3428,0,0
제주 제주시,월령리새마을작은도서관,75,1820,0,0
제주 제주시,월림새마을작은도서관,0,1650,0,0
제주 제주시,월정리새마을작은도서관,150,1418,0,0
제주 제주시,월평새마을작은도서관,75,1490,0,0
제주 서귀포시,위미1리 새마을문고,64,1650,0,0
제주 서귀포시,위미2리새마을문고,89,2292,0,0
제주 제주시,유수암청소년공부방,320,8500,0,0
제주 제주시,으뜸새마을작은도서관,145,3650,0,0
제주 서귀포시,의귀리 새마을 문고,350,3000,0,0
제주 제주시,이도1동새마을작은도서관,213,3169,0,0
제주 제주시,이도쉐마작은도서관,480,3600,0,6
제주 제주시,이도주공새마을작은도서관,75,2578,0,0
제주 제주시,일도대림새마을작은도서관,86,3216,0,0
제주 제주시,일도새마을작은도서관,75,2091,0,0
제주 제주시,일도우성새마을작은도서관,75,4047,0,0
제주 제주시,장원월드컵아파트새마을작은도서관,200,3200,0,0
제주 제주시,장전리새마을작은도서관,225,2725,0,0
제주 제주시,정든새마을작은도서관,178,3300,0,0
제주 제주시,제방사새마을작은도서관,115,4042,0,0
제주 제주시,제주서부방음도서관,1300,15285,0,9
제주 제주시,제주스카우트새마을작은도서관,45,6138,0,0
