지역,도서관명,상호대차 유무,순회사서 유무,지원 여부,지원인력,지원예산,지원장서,지원프로
대구 북구,책나무작은도서관(복현동),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 북구,책마실 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,4000000,0,1
대구 달서구,책먹는여우도서관,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
대구 수성구,책비말글교육원,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,0
대구 달서구,책으로 꿈꾸는 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1250000,6,1
대구 수성구,천성지혜의자리,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 남구,청개구리작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 북구,청소년 밝은세상 비전문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 동구,초록우산도서관,그렇다,그렇지 않다,그렇다,0,9829450,351,6
대구 북구,칠곡그린빌4단지 도서실,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 북구,칠성휴먼시아 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달서구,캐슬도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 북구,코오롱하늘채2단지 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달서구,코오롱하늘채2단지문고,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
대구 수성구,코이디아도서관,그렇지 않다,그렇지 않다,그렇다,0,0,40,0
대구 수성구,큰숲도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 북구,태전1동 공립 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대구 동구,파란마음동산문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 동구,평강작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달성군,푸르지오도서관,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
대구 달서구,푸른하늘영어도서관,그렇지 않다,그렇지 않다,그렇다,0,1250000,0,0
대구 달서구,하늘향기충성가족도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,2
대구 수성구,하담 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,150,0
대구 북구,하람어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달성군,하빈면작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대구 동구,해바라기도서관,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
대구 동구,해안동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
대구 동구,해피트리도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 동구,행복도서관,그렇다,그렇지 않다,그렇다,0,2500000,244,0
대구 달서구,행복충전소도서관,그렇지 않다,그렇지 않다,그렇다,0,8500000,0,1
대구 수성구,행복한 영어도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달서구,행정정보문고센터,그렇다,그렇지 않다, ,0,0,0,0
대구 북구,향기가있는 열린공간 부엉이,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 북구,화성그랜드 함지원도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달성군,화성문고,그렇지 않다,그렇지 않다,그렇다,0,0,500,0
대구 북구,화성센트럴파크 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 달서구,화성파크리젠시도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,0,0
대구 달성군,화원읍작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대구 달성군,화진금봉타운문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 수성구,황금도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대구 동구,효목1동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
대구 동구,효목2동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
대구 수성구,후마네르범어도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
대전 서구,갈마마을어린이도서관땅콩,그렇지 않다,그렇지 않다,그렇다,0,2870000,0,0
대전 동구,강아지똥작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,골목길 작은도서관 읽새,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 중구,공익문고풀뿌리아카이브,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,광제사 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 유성구,그린문고(대덕테크노10단지),그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
대전 유성구,글결고운나래도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 중구,글마루도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,금성문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 중구,금호새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,깊은산속 옹달샘,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,꾸러기 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,꾸러기어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,10000000,0,4
대전 서구,꿈꾸는도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,꿈땅명성도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 대덕구,꿈사랑작은도서관,그렇지 않다,그렇지 않다,그렇다,0,600000,0,2
대전 유성구,꿈샘 작은 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,꿈에 그린 문고,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
대전 동구,꿈에그린마을금고,그렇지 않다,그렇지 않다,그렇다,0,1875000,0,0
대전 동구,꿈이있는문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,꿈쟁이작은도서관,그렇지 않다,그렇지 않다,그렇다,0,7800000,0,0
대전 동구,꿈터도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 서구,꿈터마을어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,2870000,0,2
대전 서구,나눔의 도서관 ( 아가페),그렇지 않다,그렇다,그렇다,1,1850000,0,2
대전 중구,남대전푸른문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,내동 작은나무 마을어린이 도서관,그렇지 않다,그렇지 않다,그렇다,0,2870000,0,0
대전 서구,내동영명도서관,그렇지 않다,그렇다,그렇다,1,1890000,0,1
대전 유성구,노은1동 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 중구,늘푸른도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,늘푸른도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,달콤한책,그렇지 않다,그렇다,그렇다,0,1875000,0,0
대전 서구,달팽이어린이도서관,그렇지 않다,그렇다,그렇다,1,2870000,203,0
대전 유성구,대덕테크노밸리 2단지 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,대덕테크노밸리3단지도서실(대덕테크노3단지문고),그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 유성구,대덕테크노밸리5단지 문고,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,270
대전 유성구,대덕테크노밸리6단지문고(운암네오미아 어린이문고),그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 유성구,대덕테크노밸리7단지도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,대전다문화아동센터？도서관,그렇지 않다,그렇다,그렇다,1,0,0,0
대전 중구,대전문화별찌작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,대주파크빌 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 대덕구,대창무지개도서관,그렇지 않다,그렇지 않다,그렇다,0,3400000,0,0
대전 대덕구,대화동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 대덕구,대화마을도서관,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,0
대전 중구,대흥마을문고,그렇지 않다,그렇다,그렇다,0,0,0,0
대전 유성구,덕명도서관 마음터,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,덕암동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 서구,도마2동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,도마마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,2,3
대전 중구,돌다리작은도서관(석교동마을문고),그렇지 않다,그렇다,그렇다,0,0,0,0
대전 동구,동대전작은도서관,그렇지 않다,그렇지 않다,그렇다,3,1200000,0,0
대전 동구,동산메빅문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,동서남Book작은도서관,그렇다,그렇다,그렇다,0,980000,0,0
대전 유성구,동화마을 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 동구,두란노작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,둥근빛작은도서관,그렇지 않다,그렇다,그렇다,1,2900000,0,1
대전 유성구,드림월드문고,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
대전 대덕구,또바기어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,3400000,0,0
대전 유성구,뜰안문고(테크노4단지),그렇지 않다,그렇지 않다,그렇다,0,3500000,257,0
대전 서구,로뎀도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,로뎀작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,루터도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,마루도서관,그렇지 않다,그렇지 않다,그렇다,0,3400000,0,1
대전 대덕구,만두레작은도서관,그렇다,그렇다,그렇다,1,2000000,300,1
대전 중구,맑은샘도서관(문화2동마을문고),그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,메아리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 유성구,모퉁이어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,5649000,0,0
대전 중구,목동 마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 중구,목동어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,목상동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 중구,문창동마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 중구,문창비젼문고,그렇지 않다,그렇지 않다,그렇다,2,0,10,1
대전 중구,문화1동마을문고,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 중구,문화작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,미래를여는도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,140,0
대전 서구,미래작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1870000,0,0
대전 유성구,반석마을1단지문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,반석마을3단지아파트도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,반석마을4단지문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,반석마을6단지문고,그렇지 않다,그렇지 않다,그렇다,0,1412500,0,0
대전 유성구,반석마을7단지문고,그렇지 않다,그렇지 않다,그렇다,0,1400000,0,0
대전 유성구,반석마을8단지문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,방주문고,그렇지 않다,그렇지 않다,그렇다,0,1890000,213,0
대전 서구,백운꿈의도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 중구,버드내작은도서관(유천2동마을문고),그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 대덕구,법1동작은도서관,그렇다,그렇지 않다, ,0,0,0,0
대전 대덕구,법2동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 서구,보물단지 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 서구,복된꿈이있는 도서관,그렇지 않다,그렇다,그렇다,1,1890000,0,0
대전 중구,복된문고,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,부사동 마을문고,그렇지 않다,그렇다, ,0,0,0,0
대전 대덕구,비래동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,쁘레네 작은도서관 별찌,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,사랑의 문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,산내문고,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,1
대전 중구,산성마을문고,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 서구,새누리도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,2300,4
대전 동구,새들뫼휴먼시아1단지아파트 작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
대전 서구,새로운문고,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 유성구,새마을문고유성구지부,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,새마음작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,샘골마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,석봉동작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 대덕구,석봉동작은도서관(공립),그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,석지도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,210,3
대전 대덕구,선비2단지작은도서관,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,0
대전 대덕구,선비4단지작은도서관,그렇지 않다,그렇다,그렇다,1,2000000,0,1
대전 서구,선진MBL문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,성남공부방,그렇지 않다,그렇지 않다,그렇다,0,1875000,0,0
대전 중구,성락작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,성민도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,성지제일도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,센트럴파크2단지문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,소담도서문화센터,그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 유성구,송강마을 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,송강테크노도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,송림마을2단지(행복도서관),그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 유성구,송림마을3단지문고,그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 대덕구,송촌동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 대덕구,송촌마을문고,그렇지 않다,그렇지 않다,그렇다,0,2500000,0,5
대전 서구,수목토아파트작은도서관,그렇지 않다,그렇다,그렇다,1,1890000,0,0
대전 서구,수밋들어린이 도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 유성구,숲속의 글마루,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 중구,쉴만한물가문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,스마트뷰아파트 작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
대전 유성구,스마트작은도서관,그렇다,그렇지 않다,그렇다,0,2000000,0,0
대전 유성구,신성마을 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 동구,신일작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1875000,0,0
대전 대덕구,신탄진동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 서구,썬샤인문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,아름다운도서관(송림마을5단지),그렇지 않다,그렇지 않다,그렇다,0,3500000,249,16
대전 서구,아이사랑영어도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 동구,아침마을작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,알짬마을도서관,그렇지 않다,그렇다,그렇다,1,4140000,0,0
대전 동구,어깨동무마을어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
대전 중구,어린이 미래도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,어린이책 읽새 골목길 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,어울림 하트도서관,그렇지 않다,그렇지 않다,그렇다,0,1412000,0,0
대전 중구,열두광주리어린이도서관,그렇지 않다,그렇지 않다,그렇다,2,0,10,1
대전 서구,영광사립문고,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 유성구,예미지문고,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 대덕구,예성도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 서구,예수마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,예인회책방,그렇지 않다,그렇지 않다,그렇다,2,0,0,1
대전 중구,오류동 삼성아파트도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,오류동마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,오정동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 대덕구,오정북카페,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,온천마을 작은도서관 ,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,옹달샘작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,용두동 마을문고,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 대덕구,용전작은도서관,그렇다,그렇다,그렇다,0,2500000,0,1
대전 서구,우리동네작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,우리문고,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 유성구,우림문고(테크노12단지),그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 유성구,원신흥동어린이도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,위즈덤하우스,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,유천어린이도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,은행선화동마을문고,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 대덕구,자람자람작은도서관,그렇지 않다,그렇다,그렇다,1,2000000,0,0
대전 유성구,자운마을 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,전민가족도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,주안문고,그렇지 않다,그렇지 않다,그렇다,0,0,200,0
대전 대덕구,중리동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 중구,중촌동마을문고,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 중구,중촌마을어린이도서관'짜장',그렇지 않다,그렇지 않다,그렇다,0,4140000,0,0
대전 중구,짝꿍마을어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,4100000,78,0
대전 대덕구,차오름어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,2000000,0,0
대전 동구,창대문고,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 유성구,천양원문고,그렇지 않다,그렇지 않다,그렇다,0,3000000,364,0
대전 서구,천일월드빌아파트 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 중구,청춘 책방 '책 한그릇',그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 대덕구,초록우산도서관,그렇지 않다,그렇지 않다,그렇다,0,100000,0,0
대전 동구,큰빛문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,탄허불교도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,태평1동 마을문고,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 유성구,트리풀시티아파트문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,파렌하이트아파트작은도서관,그렇지 않다,그렇다,그렇다,0,1890000,0,0
대전 서구,평강장로교회문고,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 동구,푸른꿈도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,푸른솔문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,한라비발디아파트문고,그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 중구,한마음문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,한빛도서관,그렇지 않다,그렇지 않다,그렇다,0,1890000,0,0
대전 유성구,한빛문고,그렇지 않다,그렇지 않다,그렇다,0,3500000,0,0
대전 서구,한우리독서문화원,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 중구,한우리독서운동본부,그렇다,그렇지 않다,그렇지 않다,0,0,0,0
대전 서구,해뜰마을어린이도서관,그렇지 않다,그렇다,그렇다,0,2800000,0,0
대전 중구,해바라기문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 유성구,행복한 작은 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
대전 동구,행복한도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 동구,호숫가마을어린이도서관,그렇지 않다,그렇지 않다,그렇다,0,1200000,0,0
대전 대덕구,회덕동작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
대전 대덕구,회덕작은도서관,그렇지 않다,그렇다, ,0,0,0,0
대전 유성구,희망마을 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
부산 기장군,EG글숲,그렇지 않다,그렇다,그렇다,1,7500000,105,4
부산 남구,LG메트로작은쌈지도서관,그렇지 않다,그렇다,그렇다,0,3000000,0,0
부산 수영구,e-편한세상 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 중구,？다 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
부산 해운대구,가람뫼푸른꿈작은도서관,그렇지 않다,그렇다,그렇다,0,0,100,2
부산 남구,감만꿈터,그렇지 않다,그렇지 않다,그렇다,1,0,202,0
부산 남구,감만독서문화원,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 사하구,감천횃불작은도서관,그렇다,그렇지 않다, ,0,0,0,0
부산 연제구,거제2동새마을문고작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
부산 사상구,고맙습니다 보물섬 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,160,2
부산 중구,고맙습니다.글마루작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
부산 기장군,고촌휴먼시아아파트 새마을문고,그렇지 않다,그렇다,그렇다,0,0,500,0
부산 사하구,괴정3동 작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
부산 금정구,구서작은도서관,그렇지 않다,그렇다,그렇다,1,1150000,0,0
부산 동래구,그루터기 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 강서구,극동스타클래스작은도서관,그렇다,그렇다,그렇다,0,0,200,0
부산 금정구,글누리작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1100000,100,0
부산 동래구,글로벌 영어 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,1
부산 금정구,금샘마을도서관,그렇지 않다,그렇지 않다,그렇다,0,1100000,0,0
부산 금정구,금정문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 금정구,금정산 SK VIEW 북카페,그렇지 않다,그렇지 않다,그렇다,0,1100000,0,0
부산 사하구,까치마을작은도서관,그렇다,그렇다,그렇다,0,0,0,0
부산 수영구,깔깔도서관,그렇지 않다,그렇지 않다,그렇다,0,0,100,2
부산 서구,꽃마을 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 해운대구,꽃마을작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,10,0
부산 동래구,꿈꾸는 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 영도구,꿈나무 작은도서관,그렇다,그렇다,그렇다,1,0,500,20
부산 금정구,꿈드림 작은도서관,그렇지 않다,그렇지 않다, ,0,0,0,0
부산 남구,꿈드림 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 서구,꿈사다리 도서관,그렇지 않다,그렇다,그렇다,1,0,10,0
부산 기장군,꿈사랑 작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
부산 남구,꿈샘작은도서관,그렇다,그렇다,그렇다,0,0,115,0
부산 사하구,꿈이 자라는 신평작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 남구,꿈이 자라는 작은도서관,그렇지 않다,그렇지 않다,그렇다,0,1000000,1000,0
부산 수영구,꿈자람 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,0,100,0
부산 남구,꿈자람터 작은도서관,그렇다,그렇다,그렇다,0,0,30,0
부산 해운대구,나눔작은도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,0,0
부산 부산진구,나드림작은도서관,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
부산 북구,남산정 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 수영구,남천천신협작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 영도구,남항작은도서관,그렇지 않다,그렇다, ,0,0,0,0
부산 사하구,노을나루길작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
부산 해운대구,뉴라이프,그렇지 않다,그렇다,그렇다,2,0,200,0
부산 사상구,늘소망 작은도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 수영구,늘푸른 도서관,그렇지 않다,그렇지 않다,그렇다,0,3000000,300,0
부산 북구,늘푸른도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 사하구,다대2동 작은도서관,그렇다,그렇다,그렇다,0,0,0,0
부산 사하구,다모아작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
부산 영도구,다문화 어린이 도서관'모두',그렇지 않다,그렇지 않다,그렇다,0,0,0,0
부산 사상구,다문화도서관,그렇지 않다,그렇지 않다,그렇다,1,0,36,0
부산 해운대구,다비다 도서관,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 연제구,다원문고,그렇지 않다,그렇다,그렇지 않다,0,0,0,0
부산 서구,닥밭골 작은 도서관,그렇지 않다,그렇지 않다,그렇다,0,0,0,0
부산 해운대구,달맞이도서관,그렇지 않다,그렇다,그렇다,1,0,100,0
부산 기장군,달산누리,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 부산진구,달팽이작은도서관,그렇지 않다,그렇지 않다,그렇다,0,0,200,1
부산 부산진구,당감1동작은도서관,그렇지 않다,그렇다,그렇다,0,0,0,0
부산 부산진구,당감2동새마을문고,그렇지 않다,그렇지 않다,그렇지 않다,0,0,0,0
부산 부산진구,당감뜨란채 작은도서관,그렇지 않다,그렇지 않다,그렇다,1,3000000,15,0
부산 사하구,당리작은도서관,그렇다,그렇지 않다,그렇다,0,0,0,0
